"X_COORD","Y_COORD","sum_Total"
"965333.991787","1876179.14739",0.16
"965333.991787","1876229.14739",0.52
"965333.991787","1876279.14739",0.68
"965333.991787","1876329.14739",2.22
"965333.991787","1876379.14739",3.22
"965333.991787","1876429.14739",2.73
"965333.991787","1876479.14739",5.28
"965333.991787","1876529.14739",5.18
"965333.991787","1876579.14739",3.33
"965333.991787","1876779.14739",0.21
"965333.991787","1877629.14739",0.12
"965333.991787","1877679.14739",0.87
"965333.991787","1877779.14739",4.19
"965333.991787","1877829.14739",8.59
"965333.991787","1877979.14739",2.93
"965333.991787","1878229.14739",0.66
"965333.991787","1878279.14739",3.56
"965333.991787","1878329.14739",4.2
"965333.991787","1878379.14739",26.28
"965333.991787","1878429.14739",47.38
"965333.991787","1878479.14739",106.56
"965333.991787","1878579.14739",6.18
"965333.991787","1878629.14739",5.78
"965333.991787","1878679.14739",0.3
"965333.991787","1878829.14739",0.77
"965333.991787","1878879.14739",7.66
"965333.991787","1878929.14739",5.72
"965333.991787","1878979.14739",0.93
"965333.991787","1879029.14739",0.32
"965333.991787","1879079.14739",0.24
"965333.991787","1879629.14739",0.95
"965333.991787","1879679.14739",0.79
"965333.991787","1879729.14739",0.77
"965333.991787","1879779.14739",3.51
"965333.991787","1879829.14739",5.59
"965333.991787","1879879.14739",15.3
"965333.991787","1879929.14739",6
"965333.991787","1880379.14739",1.02
"965333.991787","1880429.14739",0.57
"965333.991787","1880479.14739",2.26
"965333.991787","1880679.14739",1.18
"965333.991787","1880779.14739",60.28
"965333.991787","1880829.14739",230.09
"965333.991787","1880879.14739",241.18
"965333.991787","1880929.14739",370.18
"965333.991787","1880979.14739",15.68
"965333.991787","1881029.14739",27.13
"965333.991787","1881079.14739",238.43
"965333.991787","1881129.14739",5.82
"965333.991787","1881229.14739",3.95
"965333.991787","1881379.14739",3.17
"965333.991787","1881429.14739",1.01
"965333.991787","1881479.14739",0.14
"965333.991787","1881529.14739",0
"965333.991787","1881629.14739",0
"965333.991787","1883279.14739",0.01
"965333.991787","1883679.14739",0.74
"965333.991787","1883729.14739",0.17
"965333.991787","1883929.14739",7.17
"965333.991787","1883979.14739",3.07
"965333.991787","1884229.14739",0.04
"965333.991787","1884379.14739",0.16
"965333.991787","1884429.14739",1.78
"965333.991787","1884579.14739",5.05
"965333.991787","1885029.14739",13.96
"965333.991787","1885079.14739",17.12
"965333.991787","1885129.14739",1.2
"965383.991787","1851229.14739",3.84
"965383.991787","1851279.14739",0.42
"965383.991787","1851379.14739",1.43
"965383.991787","1851429.14739",4.98
"965383.991787","1851479.14739",5.38
"965383.991787","1851529.14739",6.09
"965383.991787","1851579.14739",6.82
"965383.991787","1851629.14739",7.23
"965383.991787","1851679.14739",6.55
"965383.991787","1851729.14739",3.8
"965383.991787","1851779.14739",2.83
"965383.991787","1851829.14739",168.35
"965383.991787","1851879.14739",98.22
"965383.991787","1851929.14739",54.17
"965383.991787","1851979.14739",12.76
"965383.991787","1852029.14739",2.08
"965383.991787","1853379.14739",2.32
"965383.991787","1853429.14739",15.4
"965383.991787","1853479.14739",1.22
"965383.991787","1853929.14739",3.96
"965383.991787","1854879.14739",5.39
"965383.991787","1854929.14739",0.59
"965383.991787","1855679.14739",50.63
"965383.991787","1855729.14739",118.13
"965383.991787","1855829.14739",0
"965383.991787","1855979.14739",317.54
"965383.991787","1856029.14739",495.7
"965383.991787","1856079.14739",43.02
"965383.991787","1856129.14739",7.06
"965383.991787","1856179.14739",2.02
"965383.991787","1856279.14739",0
"965383.991787","1856329.14739",1.13
"965383.991787","1856479.14739",12.15
"965383.991787","1856529.14739",18.45
"965383.991787","1856729.14739",182.95
"965383.991787","1856779.14739",4.47
"965383.991787","1856829.14739",16.27
"965383.991787","1857379.14739",0.68
"965383.991787","1857479.14739",0.9
"965383.991787","1857529.14739",0.18
"965383.991787","1858329.14739",0.59
"965383.991787","1858579.14739",0.38
"965383.991787","1858629.14739",55.68
"965383.991787","1858679.14739",7.41
"965383.991787","1858729.14739",6.67
"965383.991787","1858779.14739",20.85
"965383.991787","1858979.14739",441.31
"965383.991787","1859029.14739",877.27
"965383.991787","1859929.14739",0.23
"965383.991787","1860029.14739",4.82
"965383.991787","1860079.14739",183.57
"965383.991787","1860129.14739",123.54
"965383.991787","1860179.14739",127.25
"965383.991787","1860229.14739",109.93
"965383.991787","1860279.14739",218.69
"965383.991787","1860329.14739",1705.69
"965383.991787","1860379.14739",201.81
"965383.991787","1860429.14739",0.91
"965383.991787","1860479.14739",0.48
"965383.991787","1860529.14739",0.69
"965383.991787","1860579.14739",1.45
"965383.991787","1860629.14739",25.31
"965383.991787","1860679.14739",155.87
"965383.991787","1860729.14739",295.6
"965383.991787","1860779.14739",38.89
"965383.991787","1860829.14739",101.24
"965383.991787","1860929.14739",173.16
"965383.991787","1861279.14739",0.77
"965383.991787","1861329.14739",0
"965383.991787","1861379.14739",0
"965383.991787","1861429.14739",0
"965383.991787","1861479.14739",0
"965383.991787","1861529.14739",0.71
"965383.991787","1861579.14739",1.12
"965383.991787","1862329.14739",20.1
"965383.991787","1862379.14739",6.61
"965383.991787","1865829.14739",0.03
"965383.991787","1865879.14739",6
"965383.991787","1865979.14739",1.07
"965383.991787","1866029.14739",23.13
"965383.991787","1866079.14739",2.16
"965383.991787","1866229.14739",2.95
"965383.991787","1866379.14739",23.76
"965383.991787","1866429.14739",28.86
"965383.991787","1866479.14739",7.92
"965383.991787","1866529.14739",5.99
"965383.991787","1866579.14739",0.19
"965383.991787","1866629.14739",1.44
"965383.991787","1866679.14739",0
"965383.991787","1866729.14739",0
"965383.991787","1866779.14739",0.69
"965383.991787","1866829.14739",6.71
"965383.991787","1866879.14739",15.38
"965383.991787","1866979.14739",0.13
"965383.991787","1867029.14739",6.02
"965383.991787","1867079.14739",181.33
"965383.991787","1867129.14739",874.53
"965383.991787","1867179.14739",845.27
"965383.991787","1867229.14739",1810.36
"965383.991787","1867279.14739",912.34
"965383.991787","1867329.14739",301.09
"965383.991787","1867379.14739",619.22
"965383.991787","1867429.14739",581.82
"965383.991787","1867479.14739",392.83
"965383.991787","1867529.14739",537.41
"965383.991787","1867579.14739",1074.75
"965383.991787","1867629.14739",1776.14
"965383.991787","1867679.14739",833.43
"965383.991787","1867729.14739",487.41
"965383.991787","1867779.14739",203.83
"965383.991787","1867829.14739",759.24
"965383.991787","1867879.14739",380.49
"965383.991787","1867929.14739",15.9
"965383.991787","1867979.14739",23.44
"965383.991787","1868029.14739",144.75
"965383.991787","1868079.14739",150.08
"965383.991787","1868129.14739",6.31
"965383.991787","1868179.14739",29.04
"965383.991787","1868229.14739",62.65
"965383.991787","1868279.14739",55.46
"965383.991787","1868329.14739",18.06
"965383.991787","1868379.14739",36.37
"965383.991787","1868429.14739",36.54
"965383.991787","1868529.14739",475.29
"965383.991787","1868579.14739",1441.69
"965383.991787","1868629.14739",607.49
"965383.991787","1868679.14739",433.03
"965383.991787","1868729.14739",315.32
"965383.991787","1868779.14739",911.23
"965383.991787","1868829.14739",72.61
"965383.991787","1868879.14739",105.98
"965383.991787","1868929.14739",170.46
"965383.991787","1868979.14739",218
"965383.991787","1869029.14739",288.89
"965383.991787","1869079.14739",301.88
"965383.991787","1869129.14739",89.77
"965383.991787","1869179.14739",260.68
"965383.991787","1869229.14739",506.71
"965383.991787","1869279.14739",373.13
"965383.991787","1869329.14739",666.91
"965383.991787","1869379.14739",1728.02
"965383.991787","1869429.14739",6047.97
"965383.991787","1869479.14739",1327.15
"965383.991787","1869529.14739",223.47
"965383.991787","1869579.14739",589.1
"965383.991787","1869629.14739",299.87
"965383.991787","1869679.14739",212.98
"965383.991787","1869729.14739",192.43
"965383.991787","1869779.14739",236.63
"965383.991787","1869829.14739",294.85
"965383.991787","1869879.14739",78.56
"965383.991787","1869929.14739",22.55
"965383.991787","1869979.14739",18.68
"965383.991787","1870029.14739",22.47
"965383.991787","1870079.14739",29.71
"965383.991787","1870129.14739",26.36
"965383.991787","1870179.14739",36
"965383.991787","1870229.14739",59.32
"965383.991787","1870279.14739",108.6
"965383.991787","1870329.14739",124.57
"965383.991787","1870379.14739",552.85
"965383.991787","1870429.14739",183.18
"965383.991787","1870479.14739",115.31
"965383.991787","1870529.14739",66.5
"965383.991787","1870579.14739",86.25
"965383.991787","1870629.14739",31.11
"965383.991787","1870679.14739",13.76
"965383.991787","1870729.14739",70.42
"965383.991787","1870779.14739",50.25
"965383.991787","1870829.14739",43.74
"965383.991787","1870879.14739",26.86
"965383.991787","1870929.14739",10.58
"965383.991787","1870979.14739",30.9
"965383.991787","1871029.14739",40.97
"965383.991787","1871079.14739",22.18
"965383.991787","1871129.14739",56.06
"965383.991787","1871179.14739",42.89
"965383.991787","1871229.14739",93.6
"965383.991787","1871279.14739",498.86
"965383.991787","1871329.14739",269.34
"965383.991787","1871379.14739",238.12
"965383.991787","1871429.14739",460.35
"965383.991787","1871479.14739",644.2
"965383.991787","1871529.14739",45.76
"965383.991787","1871579.14739",931.81
"965383.991787","1871629.14739",3.78
"965383.991787","1871679.14739",1.74
"965383.991787","1871729.14739",4.34
"965383.991787","1871779.14739",4.79
"965383.991787","1871829.14739",11.47
"965383.991787","1871879.14739",6.72
"965383.991787","1871929.14739",9.03
"965383.991787","1871979.14739",2.53
"965383.991787","1872029.14739",1.87
"965383.991787","1872079.14739",4.08
"965383.991787","1872129.14739",83.54
"965383.991787","1872179.14739",9.62
"965383.991787","1872229.14739",0.67
"965383.991787","1872279.14739",0.94
"965383.991787","1872329.14739",0.16
"965383.991787","1872379.14739",1.88
"965383.991787","1872429.14739",0.12
"965383.991787","1872529.14739",0.41
"965383.991787","1872579.14739",0.1
"965383.991787","1873079.14739",34.21
"965383.991787","1873129.14739",98.56
"965383.991787","1873179.14739",76.91
"965383.991787","1873229.14739",43.39
"965383.991787","1873279.14739",25.73
"965383.991787","1873329.14739",18.45
"965383.991787","1873379.14739",10.28
"965383.991787","1873429.14739",25.21
"965383.991787","1873479.14739",50.43
"965383.991787","1873529.14739",84.21
"965383.991787","1873579.14739",122.23
"965383.991787","1873629.14739",13.37
"965383.991787","1873679.14739",7.86
"965383.991787","1873729.14739",19.82
"965383.991787","1873779.14739",2.36
"965383.991787","1873829.14739",1.76
"965383.991787","1873879.14739",10.68
"965383.991787","1873929.14739",10.13
"965383.991787","1873979.14739",12.05
"965383.991787","1874029.14739",5.06
"965383.991787","1874279.14739",0.81
"965383.991787","1874429.14739",0.41
"965383.991787","1874479.14739",0.42
"965383.991787","1874529.14739",0.25
"965383.991787","1874579.14739",0.16
"965383.991787","1874629.14739",0.7
"965383.991787","1874679.14739",0.29
"965383.991787","1875079.14739",1.92
"965383.991787","1875129.14739",5.78
"965383.991787","1875329.14739",1.06
"965383.991787","1875379.14739",2.49
"965383.991787","1875429.14739",6.42
"965383.991787","1875479.14739",4.54
"965383.991787","1875979.14739",0.23
"965383.991787","1876079.14739",0.48
"965383.991787","1876129.14739",2.34
"965383.991787","1876179.14739",0.15
"965383.991787","1876229.14739",0.02
"965383.991787","1876329.14739",0.09
"965383.991787","1876479.14739",3
"965383.991787","1876529.14739",0.55
"965383.991787","1876579.14739",0.3
"965383.991787","1876779.14739",1.22
"965383.991787","1877429.14739",1.21
"965383.991787","1877879.14739",1.64
"965383.991787","1877929.14739",6.49
"965383.991787","1878129.14739",0.34
"965383.991787","1878279.14739",2.63
"965383.991787","1878329.14739",15.56
"965383.991787","1878379.14739",31.89
"965383.991787","1878429.14739",7.69
"965383.991787","1878479.14739",138.08
"965383.991787","1878529.14739",0.14
"965383.991787","1878579.14739",2.04
"965383.991787","1878629.14739",50.55
"965383.991787","1878679.14739",105.86
"965383.991787","1878779.14739",0
"965383.991787","1878829.14739",2.18
"965383.991787","1878879.14739",16.37
"965383.991787","1878929.14739",20.65
"965383.991787","1878979.14739",3.51
"965383.991787","1879129.14739",0.91
"965383.991787","1879229.14739",0.14
"965383.991787","1879529.14739",1.74
"965383.991787","1879629.14739",1.33
"965383.991787","1879679.14739",0.17
"965383.991787","1879829.14739",3.13
"965383.991787","1879879.14739",21.88
"965383.991787","1880379.14739",0.07
"965383.991787","1880779.14739",18.63
"965383.991787","1880829.14739",421.24
"965383.991787","1880879.14739",375.82
"965383.991787","1880929.14739",398.17
"965383.991787","1880979.14739",233.62
"965383.991787","1881029.14739",11.74
"965383.991787","1881079.14739",2.49
"965383.991787","1881329.14739",0.53
"965383.991787","1881379.14739",4.28
"965383.991787","1881429.14739",0.29
"965383.991787","1881629.14739",0
"965383.991787","1882079.14739",0.56
"965383.991787","1882129.14739",0.71
"965383.991787","1882179.14739",0.69
"965383.991787","1883229.14739",0
"965383.991787","1883279.14739",0.01
"965383.991787","1883329.14739",0.01
"965383.991787","1883379.14739",0.01
"965383.991787","1883679.14739",0.72
"965383.991787","1883729.14739",1.19
"965383.991787","1883779.14739",46.7
"965383.991787","1883829.14739",155.33
"965383.991787","1883879.14739",121.2
"965383.991787","1883929.14739",128.24
"965383.991787","1883979.14739",44.01
"965383.991787","1884379.14739",0.33
"965383.991787","1884479.14739",4.1
"965383.991787","1884529.14739",5.6
"965383.991787","1884979.14739",5.63
"965383.991787","1885029.14739",5.25
"965433.991787","1851129.14739",25.56
"965433.991787","1851279.14739",0.51
"965433.991787","1851379.14739",0.5
"965433.991787","1851429.14739",12.44
"965433.991787","1851479.14739",0.91
"965433.991787","1851629.14739",0.47
"965433.991787","1851679.14739",5.1
"965433.991787","1851729.14739",2.46
"965433.991787","1851779.14739",168.44
"965433.991787","1851829.14739",223.36
"965433.991787","1851879.14739",482.2
"965433.991787","1851929.14739",519.3
"965433.991787","1851979.14739",391.74
"965433.991787","1852029.14739",321.38
"965433.991787","1852079.14739",349.51
"965433.991787","1852129.14739",602
"965433.991787","1853229.14739",9.15
"965433.991787","1853429.14739",7.33
"965433.991787","1853479.14739",17.65
"965433.991787","1854079.14739",3.63
"965433.991787","1854779.14739",1.33
"965433.991787","1854829.14739",13.22
"965433.991787","1854879.14739",5.26
"965433.991787","1855729.14739",121.26
"965433.991787","1855779.14739",55.33
"965433.991787","1855829.14739",0.55
"965433.991787","1855929.14739",224.18
"965433.991787","1855979.14739",545.1
"965433.991787","1856029.14739",328.5
"965433.991787","1856179.14739",8.96
"965433.991787","1856229.14739",1.32
"965433.991787","1856279.14739",0
"965433.991787","1856729.14739",29.29
"965433.991787","1856779.14739",1.35
"965433.991787","1856829.14739",2074.11
"965433.991787","1856879.14739",917.37
"965433.991787","1856929.14739",0.01
"965433.991787","1856979.14739",1.12
"965433.991787","1857329.14739",0.39
"965433.991787","1857379.14739",0.01
"965433.991787","1857479.14739",1.06
"965433.991787","1857529.14739",0.12
"965433.991787","1858429.14739",6.41
"965433.991787","1858479.14739",4.91
"965433.991787","1858579.14739",3.9
"965433.991787","1858629.14739",119.31
"965433.991787","1858679.14739",304.72
"965433.991787","1858779.14739",4.2
"965433.991787","1859029.14739",110.63
"965433.991787","1859179.14739",6.61
"965433.991787","1859229.14739",1.63
"965433.991787","1859279.14739",4.22
"965433.991787","1859729.14739",0.28
"965433.991787","1859929.14739",0
"965433.991787","1860079.14739",4.71
"965433.991787","1860129.14739",166.81
"965433.991787","1860179.14739",274.67
"965433.991787","1860229.14739",161.43
"965433.991787","1860279.14739",191.33
"965433.991787","1860329.14739",132.17
"965433.991787","1860429.14739",0.13
"965433.991787","1860729.14739",2.5
"965433.991787","1860929.14739",2.5
"965433.991787","1861579.14739",3.14
"965433.991787","1862179.14739",0.16
"965433.991787","1862229.14739",26.8
"965433.991787","1865829.14739",0.44
"965433.991787","1865879.14739",10.64
"965433.991787","1865929.14739",15.43
"965433.991787","1865979.14739",53.12
"965433.991787","1866029.14739",4.55
"965433.991787","1866079.14739",1.56
"965433.991787","1866179.14739",6.1
"965433.991787","1866229.14739",5.24
"965433.991787","1866279.14739",9.45
"965433.991787","1866329.14739",54.28
"965433.991787","1866429.14739",22.27
"965433.991787","1866479.14739",0.13
"965433.991787","1866579.14739",0
"965433.991787","1866729.14739",0
"965433.991787","1866879.14739",21.55
"965433.991787","1866929.14739",72.16
"965433.991787","1866979.14739",50.59
"965433.991787","1867029.14739",1344.7
"965433.991787","1867079.14739",132.72
"965433.991787","1867129.14739",720.39
"965433.991787","1867179.14739",333.26
"965433.991787","1867229.14739",837.32
"965433.991787","1867279.14739",1432.72
"965433.991787","1867329.14739",468.73
"965433.991787","1867379.14739",693.97
"965433.991787","1867429.14739",457.26
"965433.991787","1867479.14739",171.63
"965433.991787","1867529.14739",462.86
"965433.991787","1867579.14739",758.99
"965433.991787","1867629.14739",1135.73
"965433.991787","1867679.14739",581.52
"965433.991787","1867729.14739",156.81
"965433.991787","1867779.14739",296.05
"965433.991787","1867829.14739",742.91
"965433.991787","1867879.14739",166.75
"965433.991787","1867929.14739",60.6
"965433.991787","1867979.14739",20.91
"965433.991787","1868029.14739",76.11
"965433.991787","1868079.14739",558.2
"965433.991787","1868129.14739",14.13
"965433.991787","1868179.14739",12.36
"965433.991787","1868229.14739",150.58
"965433.991787","1868279.14739",6.71
"965433.991787","1868329.14739",2.13
"965433.991787","1868379.14739",5.98
"965433.991787","1868429.14739",24.66
"965433.991787","1868479.14739",57.18
"965433.991787","1868529.14739",160.78
"965433.991787","1868579.14739",812.24
"965433.991787","1868629.14739",1654.03
"965433.991787","1868679.14739",835.95
"965433.991787","1868729.14739",658.23
"965433.991787","1868779.14739",798.11
"965433.991787","1868829.14739",362.38
"965433.991787","1868879.14739",154.33
"965433.991787","1868929.14739",72.8
"965433.991787","1868979.14739",134.69
"965433.991787","1869029.14739",94.81
"965433.991787","1869079.14739",68.34
"965433.991787","1869129.14739",283.44
"965433.991787","1869179.14739",685.84
"965433.991787","1869229.14739",1131.24
"965433.991787","1869279.14739",1539.34
"965433.991787","1869329.14739",1012.1
"965433.991787","1869379.14739",2350.85
"965433.991787","1869429.14739",3695.39
"965433.991787","1869479.14739",5240.83
"965433.991787","1869529.14739",70.97
"965433.991787","1869579.14739",1344.04
"965433.991787","1869629.14739",1123.19
"965433.991787","1869679.14739",1290.84
"965433.991787","1869729.14739",371.76
"965433.991787","1869779.14739",464.34
"965433.991787","1869829.14739",169.92
"965433.991787","1869879.14739",304.8
"965433.991787","1869929.14739",226.11
"965433.991787","1869979.14739",26.48
"965433.991787","1870029.14739",27.33
"965433.991787","1870079.14739",5.69
"965433.991787","1870129.14739",3.35
"965433.991787","1870179.14739",2.46
"965433.991787","1870229.14739",30.94
"965433.991787","1870279.14739",43.82
"965433.991787","1870329.14739",74.58
"965433.991787","1870379.14739",234.79
"965433.991787","1870429.14739",33.93
"965433.991787","1870479.14739",145.05
"965433.991787","1870529.14739",135.59
"965433.991787","1870579.14739",90.61
"965433.991787","1870629.14739",84.84
"965433.991787","1870679.14739",44.78
"965433.991787","1870729.14739",44.13
"965433.991787","1870779.14739",34.67
"965433.991787","1870829.14739",24.51
"965433.991787","1870879.14739",26.98
"965433.991787","1870929.14739",29.4
"965433.991787","1870979.14739",29.63
"965433.991787","1871029.14739",61.24
"965433.991787","1871079.14739",57.08
"965433.991787","1871129.14739",31
"965433.991787","1871179.14739",45.81
"965433.991787","1871229.14739",25.53
"965433.991787","1871279.14739",107.84
"965433.991787","1871329.14739",302.23
"965433.991787","1871379.14739",243
"965433.991787","1871429.14739",272.16
"965433.991787","1871479.14739",96.38
"965433.991787","1871579.14739",145.69
"965433.991787","1871629.14739",113.69
"965433.991787","1871679.14739",1224.25
"965433.991787","1871729.14739",2.97
"965433.991787","1871779.14739",4.06
"965433.991787","1871829.14739",14.86
"965433.991787","1871879.14739",8.13
"965433.991787","1871929.14739",3.71
"965433.991787","1871979.14739",3.49
"965433.991787","1872029.14739",5.39
"965433.991787","1872079.14739",3.02
"965433.991787","1872129.14739",0.09
"965433.991787","1872179.14739",4.32
"965433.991787","1872229.14739",0.73
"965433.991787","1872379.14739",1.13
"965433.991787","1872429.14739",1.5
"965433.991787","1872879.14739",0.17
"965433.991787","1873029.14739",7.93
"965433.991787","1873079.14739",94.39
"965433.991787","1873129.14739",99.58
"965433.991787","1873179.14739",31.96
"965433.991787","1873229.14739",31.1
"965433.991787","1873279.14739",22.97
"965433.991787","1873329.14739",54.49
"965433.991787","1873379.14739",14.36
"965433.991787","1873429.14739",58.44
"965433.991787","1873479.14739",53.41
"965433.991787","1873529.14739",40.62
"965433.991787","1873579.14739",66.01
"965433.991787","1873629.14739",30.51
"965433.991787","1873679.14739",35.17
"965433.991787","1873729.14739",22.95
"965433.991787","1873779.14739",2.9
"965433.991787","1873829.14739",28.27
"965433.991787","1873879.14739",30.13
"965433.991787","1873929.14739",14.25
"965433.991787","1873979.14739",8.29
"965433.991787","1874029.14739",0.5
"965433.991787","1874079.14739",1.82
"965433.991787","1874129.14739",0.16
"965433.991787","1874229.14739",2.18
"965433.991787","1874279.14739",0.05
"965433.991787","1874329.14739",0.03
"965433.991787","1874379.14739",0.34
"965433.991787","1874429.14739",0.17
"965433.991787","1874479.14739",0.01
"965433.991787","1874529.14739",0.09
"965433.991787","1874579.14739",1.02
"965433.991787","1874629.14739",0.64
"965433.991787","1874679.14739",0.81
"965433.991787","1874729.14739",0.85
"965433.991787","1874829.14739",0.02
"965433.991787","1874979.14739",4.29
"965433.991787","1875079.14739",10.65
"965433.991787","1875129.14739",3.15
"965433.991787","1875329.14739",8.54
"965433.991787","1875379.14739",10.98
"965433.991787","1875429.14739",4.88
"965433.991787","1875479.14739",0.33
"965433.991787","1875779.14739",0.14
"965433.991787","1876079.14739",3.74
"965433.991787","1876129.14739",0.03
"965433.991787","1876179.14739",0.12
"965433.991787","1876479.14739",0.76
"965433.991787","1876529.14739",0.33
"965433.991787","1876579.14739",0.3
"965433.991787","1876779.14739",2.56
"965433.991787","1877479.14739",3.29
"965433.991787","1877879.14739",0.5
"965433.991787","1877929.14739",1.42
"965433.991787","1878029.14739",0.23
"965433.991787","1878279.14739",7.21
"965433.991787","1878329.14739",5.7
"965433.991787","1878379.14739",74.97
"965433.991787","1878429.14739",25.62
"965433.991787","1878479.14739",82.05
"965433.991787","1878529.14739",143.93
"965433.991787","1878579.14739",241.29
"965433.991787","1878629.14739",275.49
"965433.991787","1878679.14739",127.56
"965433.991787","1878729.14739",0.19
"965433.991787","1878779.14739",0.02
"965433.991787","1878879.14739",4.68
"965433.991787","1878929.14739",2.39
"965433.991787","1878979.14739",0
"965433.991787","1879029.14739",1.04
"965433.991787","1879079.14739",6.32
"965433.991787","1879129.14739",0.02
"965433.991787","1879779.14739",4.18
"965433.991787","1879829.14739",9.59
"965433.991787","1879879.14739",15.47
"965433.991787","1879979.14739",0.8
"965433.991787","1880029.14739",0.8
"965433.991787","1880729.14739",18.44
"965433.991787","1880779.14739",257.56
"965433.991787","1880829.14739",495.46
"965433.991787","1880879.14739",673.07
"965433.991787","1880929.14739",488.92
"965433.991787","1880979.14739",230.08
"965433.991787","1881029.14739",5.79
"965433.991787","1881379.14739",0.89
"965433.991787","1881429.14739",0.17
"965433.991787","1881629.14739",0
"965433.991787","1882129.14739",1.1
"965433.991787","1883679.14739",0.13
"965433.991787","1883729.14739",2.29
"965433.991787","1883779.14739",75.46
"965433.991787","1883829.14739",197.78
"965433.991787","1883879.14739",6.86
"965433.991787","1883979.14739",0.09
"965433.991787","1884329.14739",0.16
"965433.991787","1884429.14739",3.87
"965433.991787","1884479.14739",4.16
"965433.991787","1884929.14739",7.51
"965433.991787","1884979.14739",19.38
"965433.991787","1885029.14739",5.71
"965433.991787","1885079.14739",13.66
"965433.991787","1885929.14739",26
"965483.991787","1851179.14739",12.11
"965483.991787","1851279.14739",0.34
"965483.991787","1851429.14739",1.84
"965483.991787","1851479.14739",0.17
"965483.991787","1851679.14739",4.11
"965483.991787","1851929.14739",276.61
"965483.991787","1851979.14739",500.94
"965483.991787","1852029.14739",682.93
"965483.991787","1852079.14739",1162.13
"965483.991787","1852129.14739",823.44
"965483.991787","1852179.14739",1032.41
"965483.991787","1852229.14739",765.59
"965483.991787","1852279.14739",826.86
"965483.991787","1852329.14739",876.04
"965483.991787","1852379.14739",758.03
"965483.991787","1852429.14739",706.43
"965483.991787","1852779.14739",17.86
"965483.991787","1853479.14739",5.37
"965483.991787","1853529.14739",9.82
"965483.991787","1853579.14739",0.7
"965483.991787","1853779.14739",3.69
"965483.991787","1854079.14739",4.58
"965483.991787","1854729.14739",2.03
"965483.991787","1854929.14739",0.42
"965483.991787","1855679.14739",9.67
"965483.991787","1855729.14739",64.78
"965483.991787","1855779.14739",16.29
"965483.991787","1855829.14739",1.89
"965483.991787","1855879.14739",70.19
"965483.991787","1855929.14739",2.68
"965483.991787","1855979.14739",30.5
"965483.991787","1856079.14739",5
"965483.991787","1856129.14739",0.07
"965483.991787","1856179.14739",0.17
"965483.991787","1856229.14739",0
"965483.991787","1856629.14739",0.47
"965483.991787","1856679.14739",35.28
"965483.991787","1856779.14739",6.93
"965483.991787","1856879.14739",1120.48
"965483.991787","1856929.14739",10.17
"965483.991787","1856979.14739",255.49
"965483.991787","1857079.14739",33.44
"965483.991787","1857379.14739",0.17
"965483.991787","1857429.14739",0.55
"965483.991787","1857479.14739",0.17
"965483.991787","1857529.14739",0.96
"965483.991787","1857579.14739",16.45
"965483.991787","1857629.14739",1.2
"965483.991787","1857729.14739",0.15
"965483.991787","1858429.14739",2.5
"965483.991787","1858479.14739",10.66
"965483.991787","1858529.14739",3.45
"965483.991787","1858579.14739",567.19
"965483.991787","1858629.14739",3.26
"965483.991787","1858679.14739",129.79
"965483.991787","1858729.14739",25.85
"965483.991787","1858779.14739",6.04
"965483.991787","1859029.14739",288.52
"965483.991787","1859179.14739",3.63
"965483.991787","1859229.14739",7.94
"965483.991787","1859279.14739",2.11
"965483.991787","1859629.14739",0.16
"965483.991787","1859679.14739",0.39
"965483.991787","1859729.14739",2.99
"965483.991787","1860079.14739",168.28
"965483.991787","1860129.14739",579.93
"965483.991787","1860179.14739",108.29
"965483.991787","1860229.14739",196.03
"965483.991787","1860279.14739",141.9
"965483.991787","1860329.14739",37.38
"965483.991787","1860879.14739",42
"965483.991787","1860929.14739",100.49
"965483.991787","1861579.14739",0.12
"965483.991787","1861779.14739",0
"965483.991787","1862179.14739",0.01
"965483.991787","1862229.14739",0.59
"965483.991787","1862279.14739",38.3
"965483.991787","1862679.14739",1.52
"965483.991787","1864979.14739",47.22
"965483.991787","1865029.14739",172.07
"965483.991787","1865079.14739",562.11
"965483.991787","1865129.14739",436.75
"965483.991787","1865179.14739",921.4
"965483.991787","1865229.14739",3009.24
"965483.991787","1865579.14739",16.79
"965483.991787","1865629.14739",34.99
"965483.991787","1865679.14739",71.27
"965483.991787","1865729.14739",27.42
"965483.991787","1865779.14739",23.11
"965483.991787","1865829.14739",23.79
"965483.991787","1865879.14739",53.19
"965483.991787","1865929.14739",63.89
"965483.991787","1865979.14739",25.85
"965483.991787","1866029.14739",38.65
"965483.991787","1866079.14739",15.7
"965483.991787","1866229.14739",1.36
"965483.991787","1866279.14739",2.07
"965483.991787","1866329.14739",8.03
"965483.991787","1866379.14739",5.41
"965483.991787","1866429.14739",16.41
"965483.991787","1866479.14739",2.09
"965483.991787","1866529.14739",0.27
"965483.991787","1866629.14739",0.81
"965483.991787","1866729.14739",0.59
"965483.991787","1866779.14739",4.57
"965483.991787","1866829.14739",7.8
"965483.991787","1866929.14739",110.06
"965483.991787","1866979.14739",59.25
"965483.991787","1867029.14739",622.7
"965483.991787","1867079.14739",295.9
"965483.991787","1867129.14739",1016.81
"965483.991787","1867179.14739",713.84
"965483.991787","1867229.14739",568.78
"965483.991787","1867279.14739",310.27
"965483.991787","1867329.14739",323.29
"965483.991787","1867379.14739",574.58
"965483.991787","1867429.14739",639.22
