"X_COORD","Y_COORD","sum_Total"
"979083.991787","1865579.14739",0.27
"979083.991787","1866079.14739",0.8
"979083.991787","1866129.14739",1.9
"979083.991787","1866179.14739",0.17
"979083.991787","1866379.14739",0
"979083.991787","1866429.14739",0.04
"979083.991787","1866479.14739",0.59
"979083.991787","1866579.14739",10.51
"979083.991787","1866629.14739",48.72
"979083.991787","1866729.14739",2.96
"979083.991787","1866829.14739",0.44
"979083.991787","1868579.14739",0
"979083.991787","1868629.14739",0
"979083.991787","1869079.14739",0.11
"979083.991787","1869479.14739",12.77
"979083.991787","1869529.14739",29.82
"979083.991787","1870479.14739",0
"979083.991787","1870579.14739",0
"979083.991787","1870729.14739",0.13
"979083.991787","1871879.14739",0.13
"979083.991787","1871979.14739",0.61
"979083.991787","1872029.14739",6.29
"979083.991787","1872079.14739",26.26
"979083.991787","1872129.14739",54.47
"979083.991787","1872179.14739",26.15
"979083.991787","1872829.14739",39.35
"979083.991787","1872879.14739",119.18
"979083.991787","1872929.14739",29.47
"979083.991787","1872979.14739",15.69
"979083.991787","1873029.14739",30.47
"979083.991787","1873079.14739",69.43
"979083.991787","1873329.14739",0.03
"979083.991787","1874779.14739",0.06
"979083.991787","1877179.14739",3.87
"979083.991787","1877229.14739",0.84
"979083.991787","1877279.14739",1.99
"979083.991787","1879429.14739",0.18
"979083.991787","1879479.14739",1.77
"979083.991787","1879529.14739",0.7
"979083.991787","1879579.14739",0.75
"979083.991787","1879629.14739",20.55
"979133.991787","1855479.14739",0
"979133.991787","1858379.14739",0.17
"979133.991787","1858779.14739",202.75
"979133.991787","1858879.14739",25.9
"979133.991787","1858929.14739",119.57
"979133.991787","1858979.14739",554.02
"979133.991787","1859029.14739",204.97
"979133.991787","1859079.14739",151.34
"979133.991787","1859129.14739",90.58
"979133.991787","1859179.14739",132.35
"979133.991787","1859229.14739",64
"979133.991787","1859279.14739",110.1
"979133.991787","1859329.14739",4
"979133.991787","1859429.14739",19.28
"979133.991787","1859479.14739",7.67
"979133.991787","1859529.14739",3.55
"979133.991787","1859779.14739",0.64
"979133.991787","1859879.14739",1.94
"979133.991787","1859979.14739",1.23
"979133.991787","1860029.14739",1.4
"979133.991787","1860079.14739",2.68
"979133.991787","1860129.14739",1.54
"979133.991787","1860179.14739",0.81
"979133.991787","1860329.14739",0.27
"979133.991787","1860379.14739",2.07
"979133.991787","1860529.14739",1.18
"979133.991787","1860629.14739",8.03
"979133.991787","1860679.14739",40.43
"979133.991787","1860729.14739",34.26
"979133.991787","1860779.14739",17.98
"979133.991787","1860829.14739",36.54
"979133.991787","1860879.14739",109.6
"979133.991787","1860929.14739",139.65
"979133.991787","1861029.14739",27.79
"979133.991787","1861129.14739",17.34
"979133.991787","1861179.14739",120.19
"979133.991787","1861229.14739",102.75
"979133.991787","1861329.14739",21.47
"979133.991787","1861379.14739",47.82
"979133.991787","1861429.14739",152.08
"979133.991787","1861479.14739",380.87
"979133.991787","1861529.14739",537.22
"979133.991787","1861579.14739",486.58
"979133.991787","1861629.14739",165.72
"979133.991787","1861729.14739",10.26
"979133.991787","1861879.14739",17.94
"979133.991787","1861979.14739",2.77
"979133.991787","1862029.14739",2.39
"979133.991787","1862079.14739",0.18
"979133.991787","1862129.14739",0.15
"979133.991787","1862279.14739",2.31
"979133.991787","1862329.14739",1.93
"979133.991787","1862379.14739",17.1
"979133.991787","1862429.14739",14.66
"979133.991787","1862479.14739",92.18
"979133.991787","1862529.14739",3.55
"979133.991787","1862579.14739",3.77
"979133.991787","1862629.14739",1.96
"979133.991787","1862679.14739",1.82
"979133.991787","1862729.14739",5.45
"979133.991787","1862779.14739",0.65
"979133.991787","1862829.14739",5.12
"979133.991787","1863379.14739",0.31
"979133.991787","1863429.14739",0.67
"979133.991787","1863629.14739",30.13
"979133.991787","1863679.14739",14.43
"979133.991787","1864329.14739",0.08
"979133.991787","1865529.14739",0
"979133.991787","1865579.14739",0
"979133.991787","1865629.14739",0
"979133.991787","1866129.14739",0.29
"979133.991787","1866579.14739",1.04
"979133.991787","1866629.14739",0.56
"979133.991787","1866779.14739",0
"979133.991787","1867229.14739",4.19
"979133.991787","1867829.14739",2.78
"979133.991787","1868679.14739",0
"979133.991787","1869129.14739",0.11
"979133.991787","1869279.14739",0
"979133.991787","1869479.14739",56.1
"979133.991787","1870479.14739",0
"979133.991787","1870629.14739",0
"979133.991787","1870729.14739",0.13
"979133.991787","1870979.14739",0.21
"979133.991787","1871029.14739",0
"979133.991787","1871129.14739",0
"979133.991787","1871979.14739",0.42
"979133.991787","1872029.14739",16.12
"979133.991787","1872079.14739",28.1
"979133.991787","1872129.14739",26.15
"979133.991787","1872179.14739",106.76
"979133.991787","1872229.14739",54.04
"979133.991787","1872279.14739",53.67
"979133.991787","1872329.14739",25.44
"979133.991787","1872379.14739",76.04
"979133.991787","1872429.14739",10.66
"979133.991787","1872529.14739",49.82
"979133.991787","1872729.14739",39.29
"979133.991787","1872779.14739",39.35
"979133.991787","1872829.14739",48.03
"979133.991787","1872929.14739",32.94
"979133.991787","1873029.14739",334.86
"979133.991787","1873079.14739",79.63
"979133.991787","1873129.14739",16.5
"979133.991787","1873329.14739",21.65
"979133.991787","1874379.14739",0.02
"979133.991787","1876579.14739",0.11
"979133.991787","1876629.14739",0.37
"979133.991787","1876679.14739",0.15
"979133.991787","1876729.14739",0.51
"979133.991787","1876779.14739",0.56
"979133.991787","1877079.14739",2.56
"979133.991787","1877129.14739",1.29
"979133.991787","1877179.14739",3.01
"979133.991787","1877229.14739",2.27
"979133.991787","1879479.14739",2.23
"979133.991787","1879529.14739",2.71
"979133.991787","1879579.14739",40.09
"979133.991787","1879629.14739",13.96
"979183.991787","1855429.14739",0
"979183.991787","1856379.14739",0.13
"979183.991787","1856979.14739",0.38
"979183.991787","1857379.14739",0
"979183.991787","1858179.14739",0.15
"979183.991787","1858829.14739",14.78
"979183.991787","1858879.14739",20.67
"979183.991787","1859029.14739",3.03
"979183.991787","1859079.14739",49.48
"979183.991787","1859129.14739",52.82
"979183.991787","1859179.14739",33.09
"979183.991787","1859229.14739",30.97
"979183.991787","1859279.14739",69.73
"979183.991787","1859329.14739",4.76
"979183.991787","1859429.14739",20.47
"979183.991787","1859479.14739",4.46
"979183.991787","1859829.14739",3.21
"979183.991787","1859879.14739",4.17
"979183.991787","1859929.14739",1
"979183.991787","1859979.14739",1.75
"979183.991787","1860029.14739",1.92
"979183.991787","1860079.14739",2.33
"979183.991787","1860129.14739",2.29
"979183.991787","1860179.14739",0.27
"979183.991787","1860379.14739",1.13
"979183.991787","1860529.14739",0.88
"979183.991787","1860579.14739",13.97
"979183.991787","1860629.14739",26.71
"979183.991787","1860679.14739",42.71
"979183.991787","1860729.14739",10.39
"979183.991787","1860779.14739",17.02
"979183.991787","1860829.14739",20.4
"979183.991787","1860879.14739",49.44
"979183.991787","1860929.14739",74.36
"979183.991787","1861079.14739",9.75
"979183.991787","1861129.14739",96.32
"979183.991787","1861179.14739",29.4
"979183.991787","1861229.14739",52.15
"979183.991787","1861279.14739",11.65
"979183.991787","1861329.14739",57.66
"979183.991787","1861379.14739",31.99
"979183.991787","1861429.14739",33.92
"979183.991787","1861479.14739",295.76
"979183.991787","1861929.14739",6.98
"979183.991787","1861979.14739",33.48
"979183.991787","1862029.14739",0.83
"979183.991787","1862079.14739",1.06
"979183.991787","1862279.14739",0.52
"979183.991787","1862429.14739",4.94
"979183.991787","1862479.14739",10.92
"979183.991787","1862779.14739",0.13
"979183.991787","1863479.14739",20.98
"979183.991787","1863529.14739",0.89
"979183.991787","1863629.14739",91.41
"979183.991787","1863679.14739",18.18
"979183.991787","1863779.14739",3.37
"979183.991787","1863829.14739",0
"979183.991787","1864329.14739",0.43
"979183.991787","1864379.14739",0.18
"979183.991787","1865629.14739",0
"979183.991787","1866179.14739",0.12
"979183.991787","1866579.14739",3.9
"979183.991787","1866629.14739",1.22
"979183.991787","1866829.14739",0
"979183.991787","1866879.14739",2.54
"979183.991787","1866929.14739",38.26
"979183.991787","1867179.14739",3.86
"979183.991787","1867229.14739",0.98
"979183.991787","1867529.14739",0.14
"979183.991787","1869079.14739",0
"979183.991787","1869179.14739",0
"979183.991787","1870679.14739",0.54
"979183.991787","1870729.14739",0.49
"979183.991787","1870829.14739",8.13
"979183.991787","1870929.14739",0.23
"979183.991787","1871029.14739",0.23
"979183.991787","1872179.14739",67.31
"979183.991787","1872229.14739",10.89
"979183.991787","1872479.14739",64.49
"979183.991787","1872529.14739",25.41
"979183.991787","1872579.14739",10.69
"979183.991787","1872729.14739",94.72
"979183.991787","1872779.14739",103.71
"979183.991787","1872829.14739",39.35
"979183.991787","1872879.14739",78.26
"979183.991787","1872929.14739",111.18
"979183.991787","1872979.14739",110.94
"979183.991787","1873029.14739",333.9
"979183.991787","1873079.14739",118.45
"979183.991787","1873129.14739",111.25
"979183.991787","1873229.14739",38.92
"979183.991787","1874379.14739",0
"979183.991787","1874629.14739",0.85
"979183.991787","1874679.14739",1.69
"979183.991787","1876679.14739",0.66
"979183.991787","1876729.14739",0.78
"979183.991787","1876929.14739",1.77
"979183.991787","1877029.14739",2.68
"979183.991787","1877079.14739",2.6
"979183.991787","1879479.14739",6.98
"979183.991787","1879529.14739",1.83
"979233.991787","1856379.14739",0.03
"979233.991787","1856979.14739",0.27
"979233.991787","1858879.14739",1.22
"979233.991787","1858929.14739",3.34
"979233.991787","1859079.14739",24.61
"979233.991787","1859129.14739",93.4
"979233.991787","1859179.14739",41.17
"979233.991787","1859229.14739",12.86
"979233.991787","1859279.14739",47.82
"979233.991787","1859329.14739",23.18
"979233.991787","1859379.14739",8.04
"979233.991787","1859429.14739",16.48
"979233.991787","1859479.14739",16.14
"979233.991787","1859529.14739",1.48
"979233.991787","1859779.14739",2.94
"979233.991787","1859829.14739",4.31
"979233.991787","1859879.14739",2.8
"979233.991787","1859929.14739",4.74
"979233.991787","1859979.14739",3.69
"979233.991787","1860029.14739",4.33
"979233.991787","1860079.14739",2.08
"979233.991787","1860129.14739",2.83
"979233.991787","1860179.14739",1.28
"979233.991787","1860329.14739",0.65
"979233.991787","1860479.14739",0.27
"979233.991787","1860529.14739",3.29
"979233.991787","1860579.14739",18.87
"979233.991787","1860629.14739",35.51
"979233.991787","1860679.14739",24.91
"979233.991787","1860729.14739",10.74
"979233.991787","1860779.14739",14.82
"979233.991787","1860829.14739",29.67
"979233.991787","1860879.14739",37.48
"979233.991787","1860929.14739",10.64
"979233.991787","1860979.14739",16.89
"979233.991787","1861029.14739",28.26
"979233.991787","1861079.14739",15.17
"979233.991787","1861129.14739",3.47
"979233.991787","1861179.14739",13.92
"979233.991787","1861229.14739",84.9
"979233.991787","1861279.14739",30.76
"979233.991787","1861329.14739",95.87
"979233.991787","1861379.14739",12.93
"979233.991787","1861429.14739",6.67
"979233.991787","1861479.14739",4.19
"979233.991787","1861829.14739",10.96
"979233.991787","1861929.14739",23.64
"979233.991787","1861979.14739",28.11
"979233.991787","1862029.14739",0.47
"979233.991787","1862429.14739",4.87
"979233.991787","1862479.14739",1.61
"979233.991787","1862779.14739",0.03
"979233.991787","1862829.14739",0.03
"979233.991787","1863479.14739",61.35
"979233.991787","1863529.14739",47.18
"979233.991787","1863579.14739",219.4
"979233.991787","1863629.14739",572.52
"979233.991787","1863679.14739",11.5
"979233.991787","1866379.14739",0.55
"979233.991787","1866479.14739",6.28
"979233.991787","1866529.14739",5.96
"979233.991787","1866629.14739",1.55
"979233.991787","1866879.14739",28.64
"979233.991787","1866979.14739",0.45
"979233.991787","1867029.14739",45.14
"979233.991787","1867129.14739",3.66
"979233.991787","1867179.14739",12.84
"979233.991787","1867229.14739",10.67
"979233.991787","1867529.14739",0.15
"979233.991787","1867679.14739",0.46
"979233.991787","1867729.14739",7.52
"979233.991787","1867779.14739",2.75
"979233.991787","1867879.14739",1.07
"979233.991787","1867929.14739",1.57
"979233.991787","1868579.14739",0
"979233.991787","1869029.14739",0
"979233.991787","1870579.14739",0
"979233.991787","1870679.14739",0.83
"979233.991787","1870779.14739",4.61
"979233.991787","1870829.14739",0.49
"979233.991787","1870929.14739",3.38
"979233.991787","1871029.14739",0.26
"979233.991787","1871379.14739",0
"979233.991787","1871679.14739",0
"979233.991787","1871729.14739",0
"979233.991787","1871779.14739",0
"979233.991787","1871829.14739",0
"979233.991787","1871879.14739",0.22
"979233.991787","1871929.14739",0.24
"979233.991787","1871979.14739",0.29
"979233.991787","1872029.14739",14.38
"979233.991787","1872079.14739",76.79
"979233.991787","1872129.14739",52.98
"979233.991787","1872529.14739",64.4
"979233.991787","1872579.14739",49.81
"979233.991787","1872629.14739",95.48
"979233.991787","1872679.14739",60.81
"979233.991787","1872729.14739",47.74
"979233.991787","1872829.14739",39.32
"979233.991787","1873129.14739",172.21
"979233.991787","1873179.14739",77.85
"979233.991787","1873229.14739",39.02
"979233.991787","1873279.14739",39.83
"979233.991787","1874279.14739",0.07
"979233.991787","1874329.14739",0.04
"979233.991787","1874679.14739",17.23
"979233.991787","1875029.14739",0
"979233.991787","1876629.14739",0.61
"979233.991787","1876679.14739",0.69
"979233.991787","1876729.14739",0.98
"979233.991787","1876779.14739",1.39
"979233.991787","1876829.14739",0.58
"979233.991787","1876879.14739",2.6
"979233.991787","1876929.14739",2.6
"979233.991787","1876979.14739",2.6
"979233.991787","1877029.14739",1.98
"979233.991787","1878629.14739",0
"979233.991787","1879479.14739",12.82
"979283.991787","1856379.14739",0
"979283.991787","1857479.14739",0
"979283.991787","1857529.14739",0
"979283.991787","1857579.14739",0
"979283.991787","1857979.14739",0
"979283.991787","1858279.14739",0
"979283.991787","1858629.14739",9.52
"979283.991787","1858729.14739",7.61
"979283.991787","1858929.14739",0.62
"979283.991787","1859079.14739",19.85
"979283.991787","1859129.14739",4.82
"979283.991787","1859179.14739",2.34
"979283.991787","1859229.14739",11.72
"979283.991787","1859279.14739",46.52
"979283.991787","1859329.14739",24.82
"979283.991787","1859379.14739",13.65
"979283.991787","1859429.14739",7.97
"979283.991787","1859479.14739",13.88
"979283.991787","1859879.14739",2.8
"979283.991787","1859929.14739",8.76
"979283.991787","1859979.14739",6.72
"979283.991787","1860029.14739",6.18
"979283.991787","1860079.14739",2.51
"979283.991787","1860129.14739",2.69
"979283.991787","1860179.14739",3.35
"979283.991787","1860229.14739",1.63
"979283.991787","1860279.14739",0.59
"979283.991787","1860379.14739",0.57
"979283.991787","1860529.14739",8.31
"979283.991787","1860579.14739",41.11
"979283.991787","1860629.14739",34.66
"979283.991787","1860679.14739",1.07
"979283.991787","1860729.14739",4.28
"979283.991787","1860779.14739",8.17
"979283.991787","1860829.14739",70.25
"979283.991787","1860879.14739",18.46
"979283.991787","1860929.14739",13.99
"979283.991787","1860979.14739",1.62
"979283.991787","1861029.14739",12.18
"979283.991787","1861079.14739",63.73
"979283.991787","1861129.14739",51.29
"979283.991787","1861179.14739",43.95
"979283.991787","1861229.14739",8.87
"979283.991787","1861279.14739",62.37
"979283.991787","1861329.14739",17.09
"979283.991787","1861379.14739",3.78
"979283.991787","1861929.14739",30.3
"979283.991787","1861979.14739",10.81
"979283.991787","1862079.14739",0.14
"979283.991787","1862279.14739",3.8
"979283.991787","1863279.14739",1.45
"979283.991787","1863479.14739",249.24
"979283.991787","1863529.14739",403.22
"979283.991787","1863579.14739",287.74
"979283.991787","1863629.14739",252.13
"979283.991787","1863679.14739",68.2
"979283.991787","1863729.14739",11.64
"979283.991787","1864379.14739",0.08
"979283.991787","1864429.14739",0.43
"979283.991787","1866329.14739",0.44
"979283.991787","1866379.14739",2.33
"979283.991787","1866429.14739",3.1
"979283.991787","1866529.14739",0.59
"979283.991787","1866679.14739",0.24
"979283.991787","1866779.14739",0.13
"979283.991787","1866879.14739",4.61
"979283.991787","1866929.14739",4.64
"979283.991787","1867029.14739",72.41
"979283.991787","1867079.14739",66.25
"979283.991787","1867129.14739",8.56
"979283.991787","1867179.14739",8.49
"979283.991787","1867679.14739",2.35
"979283.991787","1867729.14739",1.05
"979283.991787","1867779.14739",2.43
"979283.991787","1868629.14739",0.13
"979283.991787","1869029.14739",0
"979283.991787","1869429.14739",0
"979283.991787","1870579.14739",0.13
"979283.991787","1870629.14739",0.17
"979283.991787","1870679.14739",3.94
"979283.991787","1870729.14739",102.59
"979283.991787","1870779.14739",280.59
"979283.991787","1870829.14739",140.71
"979283.991787","1870879.14739",42.78
"979283.991787","1870929.14739",43.9
"979283.991787","1870979.14739",0.93
"979283.991787","1871179.14739",25.54
"979283.991787","1871379.14739",0.01
"979283.991787","1871429.14739",0
"979283.991787","1871479.14739",0
"979283.991787","1871529.14739",0
"979283.991787","1871579.14739",0
"979283.991787","1871629.14739",0
"979283.991787","1871679.14739",0
"979283.991787","1871729.14739",0
"979283.991787","1871779.14739",0
"979283.991787","1871979.14739",0.02
"979283.991787","1872029.14739",4.11
"979283.991787","1872079.14739",15.18
"979283.991787","1872179.14739",25.32
"979283.991787","1872529.14739",49.68
"979283.991787","1872779.14739",39.02
"979283.991787","1872879.14739",23.69
"979283.991787","1872929.14739",77.89
"979283.991787","1872979.14739",56.24
"979283.991787","1873079.14739",32.83
"979283.991787","1873179.14739",77.98
"979283.991787","1873229.14739",130.11
"979283.991787","1873279.14739",56.73
"979283.991787","1873329.14739",73.71
"979283.991787","1873379.14739",31.23
"979283.991787","1874229.14739",0.29
"979283.991787","1874279.14739",0.19
"979283.991787","1874329.14739",0
"979283.991787","1874579.14739",11.01
"979283.991787","1874629.14739",211.06
"979283.991787","1874679.14739",423.83
"979283.991787","1874729.14739",201.56
"979283.991787","1876629.14739",0.89
"979283.991787","1876729.14739",1.43
"979283.991787","1876779.14739",2.6
"979283.991787","1876829.14739",2.6
"979283.991787","1876879.14739",1.39
"979283.991787","1876929.14739",2.39
"979283.991787","1876979.14739",2.01
"979283.991787","1877029.14739",1.39
"979283.991787","1879379.14739",8.81
"979283.991787","1879429.14739",39.71
"979283.991787","1879479.14739",37.02
"979333.991787","1857379.14739",0
"979333.991787","1858029.14739",0
"979333.991787","1858929.14739",334.28
"979333.991787","1858979.14739",355.62
"979333.991787","1859029.14739",77.17
"979333.991787","1859079.14739",253.15
"979333.991787","1859129.14739",5.42
"979333.991787","1859229.14739",77.93
"979333.991787","1859279.14739",155.95
"979333.991787","1859329.14739",16.91
"979333.991787","1859429.14739",10.3
"979333.991787","1859479.14739",2.24
"979333.991787","1859529.14739",3.24
"979333.991787","1859829.14739",0.45
"979333.991787","1859879.14739",0.31
"979333.991787","1859929.14739",9.18
"979333.991787","1859979.14739",8.46
"979333.991787","1860029.14739",4.23
"979333.991787","1860079.14739",1.17
"979333.991787","1860129.14739",1.07
"979333.991787","1860429.14739",1.35
"979333.991787","1860529.14739",7.59
"979333.991787","1860579.14739",36.16
"979333.991787","1860629.14739",18.75
"979333.991787","1860729.14739",1.88
"979333.991787","1860779.14739",18.7
"979333.991787","1860829.14739",15.61
"979333.991787","1860879.14739",9.6
"979333.991787","1861179.14739",58.06
"979333.991787","1861229.14739",246.09
"979333.991787","1861279.14739",56.63
"979333.991787","1861929.14739",1.28
"979333.991787","1861979.14739",1.02
"979333.991787","1862279.14739",2.03
"979333.991787","1862329.14739",1.52
"979333.991787","1863379.14739",21.45
"979333.991787","1863429.14739",51.13
"979333.991787","1863479.14739",396.71
"979333.991787","1863529.14739",235.13
"979333.991787","1863579.14739",293.27
"979333.991787","1863629.14739",19.65
"979333.991787","1863679.14739",65.95
"979333.991787","1864429.14739",0.59
"979333.991787","1864479.14739",0.99
"979333.991787","1866279.14739",0.11
"979333.991787","1866679.14739",0.11
"979333.991787","1866729.14739",0
"979333.991787","1866829.14739",0.13
"979333.991787","1867029.14739",131.11
"979333.991787","1867079.14739",75.38
"979333.991787","1867129.14739",3.89
"979333.991787","1867629.14739",1.26
"979333.991787","1867779.14739",2.32
"979333.991787","1868979.14739",0
"979333.991787","1869329.14739",0
"979333.991787","1869379.14739",0.04
"979333.991787","1870029.14739",0
"979333.991787","1870079.14739",0
"979333.991787","1870479.14739",0
"979333.991787","1870529.14739",0
"979333.991787","1870579.14739",0.25
"979333.991787","1870629.14739",0.62
"979333.991787","1870679.14739",2.28
"979333.991787","1870729.14739",212.56
"979333.991787","1870779.14739",311.97
"979333.991787","1870829.14739",158.23
"979333.991787","1870879.14739",42.37
"979333.991787","1870929.14739",28.05
"979333.991787","1870979.14739",8.82
"979333.991787","1871029.14739",0.79
"979333.991787","1871129.14739",10.97
"979333.991787","1871279.14739",26.51
"979333.991787","1871329.14739",25.97
"979333.991787","1871379.14739",65.38
"979333.991787","1872179.14739",10.58
"979333.991787","1872479.14739",25.44
"979333.991787","1872529.14739",64.49
"979333.991787","1873229.14739",8.83
"979333.991787","1873279.14739",130.07
"979333.991787","1873329.14739",73.77
"979333.991787","1873379.14739",15
"979333.991787","1874229.14739",0.29
"979333.991787","1874529.14739",1.8
"979333.991787","1874579.14739",3.27
"979333.991787","1874629.14739",417.12
"979333.991787","1874679.14739",237.68
"979333.991787","1874729.14739",53.84
"979333.991787","1874779.14739",52.8
"979333.991787","1874829.14739",55.01
"979333.991787","1876579.14739",0.81
"979333.991787","1876629.14739",1.04
"979333.991787","1876679.14739",1.11
"979333.991787","1876829.14739",0.38
"979333.991787","1876879.14739",1.39
"979333.991787","1876929.14739",1.39
"979333.991787","1876979.14739",1.39
"979333.991787","1877029.14739",0.58
"979333.991787","1879379.14739",24.8
"979333.991787","1879429.14739",52.58
"979333.991787","1879479.14739",64.62
"979383.991787","1855929.14739",0.13
"979383.991787","1856079.14739",0.12
"979383.991787","1857429.14739",0
"979383.991787","1857779.14739",0
"979383.991787","1857929.14739",0.12
"979383.991787","1858179.14739",0
"979383.991787","1858229.14739",0
"979383.991787","1858979.14739",104.9
"979383.991787","1859079.14739",136.98
"979383.991787","1859129.14739",276.51
"979383.991787","1859179.14739",69.37
"979383.991787","1859229.14739",204.31
"979383.991787","1859279.14739",189.14
"979383.991787","1859329.14739",102.9
"979383.991787","1859379.14739",4.76
"979383.991787","1859429.14739",6.67
"979383.991787","1859479.14739",3.3
"979383.991787","1859829.14739",0.66
"979383.991787","1859879.14739",4.67
"979383.991787","1859929.14739",2.16
"979383.991787","1859979.14739",0.66
"979383.991787","1860029.14739",4.23
"979383.991787","1860079.14739",0.39
"979383.991787","1860179.14739",3.7
"979383.991787","1860529.14739",2.53
"979383.991787","1860579.14739",5.61
"979383.991787","1860629.14739",19.12
"979383.991787","1860679.14739",9.14
"979383.991787","1860729.14739",15.34
"979383.991787","1860779.14739",34.14
"979383.991787","1860879.14739",2.86
"979383.991787","1860929.14739",2.21
"979383.991787","1861129.14739",92.51
"979383.991787","1861179.14739",228.81
"979383.991787","1861229.14739",153.45
"979383.991787","1861279.14739",14.68
"979383.991787","1861529.14739",0.92
"979383.991787","1861829.14739",0.12
"979383.991787","1861929.14739",1.46
"979383.991787","1861979.14739",0.5
"979383.991787","1862329.14739",8.97
"979383.991787","1862379.14739",2.02
"979383.991787","1862429.14739",2.48
"979383.991787","1862479.14739",9.46
"979383.991787","1863429.14739",21.94
"979383.991787","1863479.14739",268.38
"979383.991787","1863529.14739",577.87
"979383.991787","1863579.14739",331.75
"979383.991787","1863629.14739",427.12
"979383.991787","1863679.14739",70.67
"979383.991787","1864479.14739",1.65
"979383.991787","1864529.14739",1.81
"979383.991787","1864579.14739",1.09
"979383.991787","1864629.14739",3.39
"979383.991787","1866429.14739",0.46
"979383.991787","1866679.14739",0
"979383.991787","1866779.14739",0.12
"979383.991787","1867029.14739",7.54
"979383.991787","1867079.14739",0.17
"979383.991787","1867129.14739",4.52
"979383.991787","1867179.14739",19.06
"979383.991787","1867229.14739",0.29
"979383.991787","1867829.14739",1.47
"979383.991787","1868729.14739",2.8
"979383.991787","1868779.14739",3.43
"979383.991787","1868979.14739",0.22
"979383.991787","1869029.14739",0
"979383.991787","1869329.14739",0.07
"979383.991787","1870029.14739",0.03
"979383.991787","1870079.14739",0.19
"979383.991787","1870129.14739",0.08
"979383.991787","1870179.14739",0
"979383.991787","1870479.14739",0.01
"979383.991787","1870529.14739",0
"979383.991787","1870579.14739",2.16
"979383.991787","1870729.14739",0.76
"979383.991787","1870779.14739",65.08
"979383.991787","1870829.14739",54.37
"979383.991787","1870879.14739",4.01
"979383.991787","1870929.14739",15.45
"979383.991787","1870979.14739",6.39
"979383.991787","1871029.14739",2.25
"979383.991787","1871079.14739",33.04
"979383.991787","1871129.14739",15.08
"979383.991787","1871179.14739",24.74
"979383.991787","1871229.14739",11.2
"979383.991787","1871329.14739",55.06
"979383.991787","1871529.14739",8.41
"979383.991787","1872429.14739",0.14
"979383.991787","1872479.14739",0.14
"979383.991787","1873329.14739",73.77
"979383.991787","1873379.14739",85.71
"979383.991787","1874429.14739",0.03
"979383.991787","1874629.14739",3.27
"979383.991787","1874679.14739",1.98
"979383.991787","1874829.14739",88.03
"979383.991787","1874879.14739",1.98
"979383.991787","1876029.14739",6.58
"979383.991787","1876329.14739",18.92
"979383.991787","1876529.14739",0.72
"979383.991787","1876579.14739",0.82
"979383.991787","1879379.14739",24.8
"979383.991787","1879429.14739",108.66
"979433.991787","1855879.14739",0.12
"979433.991787","1855929.14739",0.13
"979433.991787","1856029.14739",0.13
"979433.991787","1856079.14739",0.12
"979433.991787","1856379.14739",0.15
"979433.991787","1858179.14739",0
"979433.991787","1858229.14739",0.18
"979433.991787","1858979.14739",604.24
"979433.991787","1859079.14739",12.78
"979433.991787","1859129.14739",197.28
"979433.991787","1859179.14739",21.89
"979433.991787","1859229.14739",28.26
"979433.991787","1859279.14739",40.84
"979433.991787","1859329.14739",48.19
"979433.991787","1859379.14739",3.82
"979433.991787","1859429.14739",10.62
"979433.991787","1859479.14739",1.36
"979433.991787","1859529.14739",5.39
"979433.991787","1859879.14739",0.66
"979433.991787","1859929.14739",1.41
"979433.991787","1860029.14739",3.79
"979433.991787","1860079.14739",1.99
"979433.991787","1860479.14739",0.4
"979433.991787","1860529.14739",21.28
"979433.991787","1860579.14739",39.64
"979433.991787","1860629.14739",45.03
"979433.991787","1860679.14739",13.02
"979433.991787","1860729.14739",33.79
"979433.991787","1860779.14739",29.17
"979433.991787","1860829.14739",20.46
"979433.991787","1860879.14739",2.38
"979433.991787","1861029.14739",57.29
"979433.991787","1861079.14739",75.02
"979433.991787","1861129.14739",140.64
"979433.991787","1861179.14739",45.66
"979433.991787","1861229.14739",7.74
"979433.991787","1861279.14739",18.26
"979433.991787","1861329.14739",6.87
"979433.991787","1861429.14739",0.66
"979433.991787","1861529.14739",4.42
"979433.991787","1861579.14739",3.38
"979433.991787","1861629.14739",0.95
"979433.991787","1861779.14739",0.13
"979433.991787","1861829.14739",0.28
"979433.991787","1861879.14739",0.44
"979433.991787","1861929.14739",1.44
"979433.991787","1861979.14739",0.27
"979433.991787","1862079.14739",0.28
"979433.991787","1862279.14739",0.96
"979433.991787","1862329.14739",7.62
"979433.991787","1862379.14739",17.64
"979433.991787","1862429.14739",2.02
"979433.991787","1862679.14739",0.38
"979433.991787","1863429.14739",82.76
"979433.991787","1863479.14739",253.34
"979433.991787","1863529.14739",215.11
"979433.991787","1863579.14739",480.48
"979433.991787","1863629.14739",198.33
"979433.991787","1863679.14739",61.94
"979433.991787","1863729.14739",15.97
"979433.991787","1864529.14739",0.95
"979433.991787","1864579.14739",2.52
"979433.991787","1864629.14739",2.06
"979433.991787","1866779.14739",0
"979433.991787","1866829.14739",0
"979433.991787","1866929.14739",4.61
"979433.991787","1867029.14739",47.9
"979433.991787","1867179.14739",0.29
"979433.991787","1867629.14739",0.32
"979433.991787","1868679.14739",0
"979433.991787","1868729.14739",0.12
"979433.991787","1868779.14739",0.87
"979433.991787","1868929.14739",0
"979433.991787","1868979.14739",0.02
