"","rev","Freq"
"4279","일상하이",2
"4280","일종",2
"4281","일진일퇴",2
"4282","일화(〃",2
"4283","일희일비",2
"4284","임대",2
"4285","임박",2
"4286","임시",2
"4287","임원",2
"4288","임유환(전북)",2
"4289","임유환(전북)을",2
"4290","임유환은",2
"4291","임자",2
"4292","입맛",2
"4293","입성",2
"4294","있다”는",2
"4295","있사옵니까.",2
"4296","잉글랜드는",2
"4297","자격",2
"4298","자부",2
"4299","자원",2
"4300","자유계약선수",2
"4301","자유토론",2
"4302","자율",2
"4303","자의",2
"4304","자인",2
"4305","자처",2
"4306","자초",2
"4307","작렬하겠다며",2
"4308","작렬했던",2
"4309","잔류",2
"4310","장거리",2
"4311","장과",2
"4312","장도",2
"4313","장성",2
"4314","장수",2
"4315","장시간",2
"4316","장착",2
"4317","재(수원)",2
"4318","재기",2
"4319","재도전",2
"4320","재무장",2
"4321","재점검",2
"4322","재정비",2
"4323","재조율했다",2
"4324","재조정",2
"4325","재팬'",2
"4326","저녁",2
"4327","저조",2
"4328","저해",2
"4329","전(_",2
"4330","전개",2
"4331","전기",2
"4332","전남광주(시.",2
"4333","전남도",2
"4334","전남성남(시분.",2
"4335","전남포항(광양전용.",2
"4336","전매",2
"4337","전북부천(시.",2
"4338","전세계",2
"4339","전재운(울산)",2
"4340","전재운(울산)과",2
"4341","전차",2
"4342","전형()과",2
"4343","전화번호",2
"4344","전후기",2
"4345","전후반",2
"4346","절감",2
"4347","절체절명",2
"4348","절친",2
"4349","점철",2
"4350","접착",2
"4351","정가",2
"4352","정밀",2
"4353","정벌",2
"4354","정복",2
"4355","정부",2
"4356","정서",2
"4357","정성",2
"4358","정신교육",2
"4359","정우",2
"4360","정장",2
"4361","정조국(.",2
"4362","정조국(안양)을",2
"4363","정주",2
"4364","정황",2
"4365","제거",2
"4366","제공권",2
"4367","제왕",2
"4368","제자",2
"4369","제자리",2
"4370","제주",2
"4371","제품",2
"4372","조국",2
"4373","조모컵",2
"4374","조별리그에서",2
"4375","조병국(·수원",2
"4376","조병국(수원)을",2
"4377","조병국(ㆍ수원)이",2
"4378","조수",2
"4379","조의",2
"4380","조재진(광주)과",2
"4381","조재진(상무)을",2
"4382","조재진(수원)이",2
"4383","조재진에",2
"4384","조전무",2
"4385","조짐",2
"4386","조합",2
"4387","종료",2
"4388","종합운동장",2
"4389","좋겠다”며",2
"4390","좌.우",2
"4391","좌.우에",2
"4392","좌·우",2
"4393","좌충우돌",2
"4394","주연",2
"4395","주재",2
"4396","주전자리",2
"4397","주조",2
"4398","주최",2
"4399","준결승전",2
"4400","중간",2
"4401","중계권",2
"4402","중고교",2
"4403","중독자",2
"4404","중반",2
"4405","중상위권",2
"4406","중압감",2
"4407","중앙선",2
"4408","중장기",2
"4409","즈음",2
"4410","즌들이",2
"4411","즐비",2
"4412","지경",2
"4413","지난주",2
"4414","지네딘",2
"4415","지독",2
"4416","지략",2
"4417","지름길",2
"4418","지성",2
"4419","지속",2
"4420","지일파",2
"4421","지존을",2
"4422","지켜봐달라”고",2
"4423","지코감독은",2
"4424","지코는",2
"4425","지향",2
"4426","직결",2
"4427","직원",2
"4428","진(광주)",2
"4429","진(광주)과",2
"4430","진단",2
"4431","진용",2
"4432","진화",2
"4433","짐작",2
"4434","집무",2
"4435","집요",2
"4436","짜여져",2
"4437","짜증",2
"4438","짤막",2
"4439","차두리(빌레펠트)도",2
"4440","차두리(프랑크푸르트)는",2
"4441","차두리(프랑크푸르트)와",2
"4442","차두리등이",2
"4443","차상광이",2
"4444","차선",2
"4445","차예선(조)",2
"4446","차예선이",2
"4447","차예선전을",2
"4448","차지했기때문에",2
"4449","차철호",2
"4450","차후",2
"4451","착수",2
"4452","착오",2
"4453","참고",2
"4454","참관하며",2
"4455","참패’",2
"4456","채널",2
"4457","채용",2
"4458","챔피언스리그에서",2
"4459","처분",2
"4460","천수",2
"4461","천여",2
"4462","철도",2
"4463","첫날",2
"4464","청백",2
"4465","청사진",2
"4466","청산",2
"4467","청신호",2
"4468","체력면",2
"4469","체력소모",2
"4470","체력테스트",2
"4471","쳉시오위",2
"4472","쳉시오위는",2
"4473","초경량",2
"4474","초년병",2
"4475","초등학교",2
"4476","초월",2
"4477","초토호화할",2
"4478","초토화",2
"4479","촉망",2
"4480","촉발",2
"4481","총공세",2
"4482","총괄",2
"4483","총동원령",2
"4484","총사'",2
"4485","총사가",2
"4486","총지휘",2
"4487","촬영",2
"4488","최경주는",2
"4489","최다골차",2
"4490","최성국(울산)정조국(안양)",2
"4491","최성국도",2
"4492","최성국에",2
"4493","최성국정경호가",2
"4494","최성용(수원)이",2
"4495","최성용과",2
"4496","최용수도",2
"4497","최우수",2
"4498","최원권(안양)에게",2
"4499","최원권이",2
"4500","최은택",2
"4501","최절정에",2
"4502","최정예",2
"4503","최진철(전북)과",2
"4504","최진철은",2
"4505","최태욱(안양)도",2
"4506","최태욱(안양)을",2
"4507","최태욱과",2
"4508","최태욱에다",2
"4509","최태욱에서",2
"4510","추궁",2
"4511","축구(J리그)에서",2
"4512","축구’",2
"4513","축구공",2
"4514","축구협회장",2
"4515","축포",2
"4516","출구",2
"4517","출근",2
"4518","출장(골)",2
"4519","출전기회",2
"4520","출정",2
"4521","출중",2
"4522","출퇴근",2
"4523","충격요법",2
"4524","충격파",2
"4525","충족",2
"4526","취약",2
"4527","취약점",2
"4528","취임식",2
"4529","츠를",2
"4530","츠보이",2
"4531","측근",2
"4532","측면지원",2
"4533","치레",2
"4534","친목",2
"4535","친선",2
"4536","친선경기(A매치)에서",2
"4537","침몰",2
"4538","침체",2
"4539","카드섹션",2
"4540","카르페지안니",2
"4541","카를루스",2
"4542","카메룬",2
"4543","카야마",2
"4544","카트에서",2
"4545","캄비아소",2
"4546","캐주얼",2
"4547","캠페인",2
"4548","컨트롤하지",2
"4549","코리아",2
"4550","코뼈가",2
"4551","코엘류(포르투갈)",2
"4552","코엘류]",2
"4553","코엘류에",2
"4554","코엘류에겐",2
"4555","코엘류호'가",2
"4556","코엘류호'에",2
"4557","코엘류호로서는",2
"4558","코칭스태프과",2
"4559","코칭스태프를",2
"4560","코칭스테프를",2
"4561","코호텔에",2
"4562","콘세이상",2
"4563","콘스",2
"4564","콘스에",2
"4565","콜롬비아전
축구
일정
한.일전
비중
감안
훈련
구단
협조
바람직하다",2
"4566","콤비플레이",2
"4567","콧은",2
"4568","쾌거",2
"4569","쿠보가",2
"4570","쿠엘류호",2
"4571","쿼터",2
"4572","크라운'에",2
"4573","키퍼",2
"4574","키퍼〓이운재(수원)",2
"4575","킬러’",2
"4576","타리카와",2
"4577","타워호텔",2
"4578","탄장전'이",2
"4579","탐색",2
"4580","태생",2
"4581","터즈",2
"4582","터프",2
"4583","텔레비전",2
"4584","템에",2
"4585","템으로",2
"4586","템은",2
"4587","템이",2
"4588","템포",2
"4589","토너먼트",2
"4590","토양",2
"4591","통신",2
"4592","통역",2
"4593","통풍",2
"4594","퇴임",2
"4595","퇴출당한",2
"4596","투갈로",2
"4597","투갈은",2
"4598","투쟁",2
"4599","투톱과",2
"4600","투톱에",2
"4601","투톱이",2
"4602","투톱이든",2
"4603","트나즈",2
"4604","트래핑",2
"4605","트레이닝센터(NFC)에서",2
"4606","트레이드마크",2
"4607","트루시에는",2
"4608","트에는",2
"4609","트플레이가",2
"4610","트호벤에",2
"4611","트호벤에서",2
"4612","특별배려",2
"4613","특정",2
"4614","특허",2
"4615","특히",2
"4616","티지역",2
"4617","팀정비에",2
"4618","팀트레이닝센터(NFC)에",2
"4619","파격",2
"4620","파라과이가",2
"4621","파라과이전",2
"4622","파주NFC에",2
"4623","파주트레이닝센터에서",2
"4624","판가름",2
"4625","판단력",2
"4626","판단착오",2
"4627","판도",2
"4628","패싱력",2
"4629","패싱력을",2
"4630","패턴",2
"4631","패퇴",2
"4632","팬투표에서",2
"4633","퍼드대",2
"4634","페널티에어리어",2
"4635","페어플레이",2
"4636","페예노르트)은",2
"4637","페예노르트는",2
"4638","페예노르트에",2
"4639","펜스",2
"4640","펠리페",2
"4641","편의",2
"4642","평가된다""며",2
"4643","평상시",2
"4644","포로",2
"4645","포르투갈과",2
"4646","포를란",2
"4647","포맷",2
"4648","포백과",2
"4649","포백라인이",2
"4650","포백수비를",2
"4651","포백에서",2
"4652","포백이",2
"4653","포백이든",2
"4654","포스트",2
"4655","포워드들",2
"4656","포워드진",2
"4657","포털사이트",2
"4658","포항대구(시분.",2
"4659","포항에서",2
"4660","포항전용",2
"4661","폭격",2
"4662","폭력사태",2
"4663","폭탄",2
"4664","폴란드",2
"4665","표류",2
"4666","프들이",2
"4667","프란시스코",2
"4668","프랑스에게",2
"4669","프로농구",2
"4670","프로데뷔",2
"4671","프로축구(J리그)",2
"4672","프로축구(K리그)가",2
"4673","프로축구(프리메라리가)",2
"4674","프리",2
"4675","프리메라리가",2
"4676","프리미어",2
"4677","피스컵축구대회",2
"4678","픽대표팀과",2
"4679","픽대표팀에",2
"4680","픽대표팀은",2
"4681","픽대표팀을",2
"4682","픽대표팀이",2
"4683","필사",2
"4684","필수",2
"4685","필요하다""며",2
"4686","하겠다""며",2
"4687","하겠다”고",2
"4688","하멜",2
"4689","하무드",2
"4690","하오하이둥과",2
"4691","하위",2
"4692","하이라이트",2
"4693","하이버리",2
"4694","학년",2
"4695","학부모",2
"4696","학생",2
"4697","한·일전에서",2
"4698","한국'을",2
"4699","한국(위)이",2
"4700","한국OB축구회장",2
"4701","한국국가대표팀",2
"4702","한국말",2
"4703","한국문화",2
"4704","한국식",2
"4705","한국일본",2
"4706","한국청소년대표팀을",2
"4707","한국콜롬비아전",2
"4708","한국클럽팀이",2
"4709","한다’는",2
"4710","한다”는",2
"4711","한몫하겠다는",2
"4712","한몸에",2
"4713","한밭벌",2
"4714","한밭벌에서는",2
"4715","한양대",2
"4716","한여름",2
"4717","한일간",2
"4718","한일월드컵이",2
"4719","한ㆍ일전",2
"4720","한ㆍ일전에서",2
"4721","한ㆍ일전이",2
"4722","함축",2
"4723","합리",2
"4724","합산",2
"4725","합숙소",2
"4726","합의가",2
"4727","핫토리",2
"4728","항공편",2
"4729","해(Hamel",2
"4730","해답",2
"4731","해방",2
"4732","해법은",2
"4733","핵심멤버",2
"4734","핸디캡",2
"4735","했다""며",2
"4736","했다”며",2
"4737","행복",2
"4738","헛점",2
"4739","헤딩력",2
"4740","헤딩력과",2
"4741","헨티나도",2
"4742","헬스클럽",2
"4743","현(안더레흐트)과",2
"4744","현(이상",2
"4745","현영민을",2
"4746","현영민이",2
"4747","현주소",2
"4748","현황",2
"4749","협조공문",2
"4750","협회측",2
"4751","형님",2
"4752","호각지세",2
"4753","호감",2
"4754","호기심",2
"4755","호부호형을",2
"4756","호부호형이",2
"4757","호응",2
"4758","호출",2
"4759","호쾌",2
"4760","혹독",2
"4761","혼용",2
"4762","혼전",2
"4763","혼쭐이",2
"4764","홈런",2
"4765","홈런포",2
"4766","홈팬",2
"4767","홍명보가",2
"4768","홍이삭씨는",2
"4769","홍콩에",2
"4770","홍콩전",2
"4771","화기애애한",2
"4772","화끈을",2
"4773","화두",2
"4774","화살",2
"4775","확고",2
"4776","확산",2
"4777","확신",2
"4778","환기",2
"4779","활력",2
"4780","황새",2
"4781","황선홍(전남",2
"4782","황선홍은",2
"4783","황연석",2
"4784","황태자’로",2
"4785","황폐화",2
"4786","회동",2
"4787","회복했다""며",2
"4788","회심",2
"4789","회연속",2
"4790","후보자",2
"4791","후원",2
"4792","후지타(위트레흐트)를",2
"4793","후쿠니시가",2
"4794","후쿠니시와",2
"4795","후쿠시마현",2
"4796","훈련계획",2
"4797","휴지",2
"4798","흔히들",2
"4799","히딩크보다",2
"4800","히어로",2
"4801","힐튼호텔",2
"4802","",1
"4803","―승리를",1
"4804","(",1
"4805","(~일·중국",1
"4806","(·년)와",1
"4807","(Back)을",1
"4808","(고온다습한)",1
"4809","(골)(도움)'",1
"4810","(골)로",1
"4811","(골)를",1
"4812","(골.",1
"4813","(골도움)를",1
"4814","(골ㆍ울산)",1
"4815","(김)남일이는",1
"4816","(김도훈)“국민들을",1
"4817","(대)에서",1
"4818","(득점",1
"4819","(렘보)를",1
"4820","(무패)은",1
"4821","(미드필더",1
"4822","(上)코엘류호",1
"4823","(설기현)",1
"4824","(수비)(미드필더)(공격)를",1
"4825","(승무)",1
"4826","(승무패)",1
"4827","(승무패)을",1
"4828","(승점)은",1
"4829","(승패)에",1
"4830","(안더레흐트)과",1
"4831","(연승)",1
"4832","(우승.",1
"4833","(위ㆍ승점",1
"4834","(이영표)네덜란드",1
"4835","(이탈리아)",1
"4836","(이탈리아)은",1
"4837","(정조국이
전반
플레이
'쓴소리'도
마다
m
패스미스
연발
했다",1
"4838","(주)기가골프",1
"4839","(최성국)도",1
"4840","(최용수)움베르투",1
"4841","(下)불거지는",1
"4842",")김진우가",1
"4843",")전북이",1
"4844",".m",1
"4845",".나라자키",1
"4846",".묘진",1
"4847",".아키타",1
"4848",".진",1
"4849",".핫토리",1
"4850","/이상민기",1
"4851","/편집자주베스트...",1
"4852","[코엘류",1
"4853","^요코하마",1
"4854","_(_",1
"4855","_)로",1
"4856","_<_>",1
"4857","_골",1
"4858","_당장",1
"4859","_대표팀",1
"4860","_선수",1
"4861","_선수선발에",1
"4862","_수비에",1
"4863","_아시안컵까지",1
"4864","_을",1
"4865","_이던",1
"4866","_이동국이",1
"4867","_최종",1
"4868","_한일전",1
"4869","_히딩크",1
"4870","`(골)(도움)",1
"4871","``",1
"4872","`골",1
"4873","`골넣는",1
"4874","`공한증`",1
"4875","`구태'만",1
"4876","`김도훈",1
"4877","`김호곤호",1
"4878","`꺾다리'",1
"4879","`나홀로'",1
"4880","`남미",1
"4881","`다윗과",1
"4882","`대~한민국'을",1
"4883","`더치풋볼닷넷'은",1
"4884","`도쿄",1
"4885","`도쿄는",1
"4886","`도쿄대첩'은",1
"4887","`도쿄불패'",1
"4888","`도쿄에서는",1
"4889","`라이언킹'",1
"4890","`미드헌터",1
"4891","`밀레니엄",1
"4892","`밀레니엄특급'",1
"4893","`박자'가",1
"4894","`베트남'을",1
"4895","`베트남이",1
"4896","`샤프'",1
"4897","`서울팀",1
"4898","`설바우두'",1
"4899","`스리백`",1
"4900","`스리톱`을",1
"4901","`시리우스'",1
"4902","`아시아",1
"4903","`아트사커`",1
"4904","`오대영()'이란",1
"4905","`옥에티'로",1
"4906","`우루과이",1
"4907","`울트라",1
"4908","`유럽파",1
"4909","`유럽파'",1
"4910","`유럽파'가",1
"4911","`전차군단`",1
"4912","`지원'했고",1
"4913","`지피지기면",1
"4914","`진검승부'가",1
"4915","`짠물",1
"4916","`차포",1
"4917","`총알탄",1
"4918","`캐넌슈터'",1
"4919","`코엘류식",1
"4920","`코엘류호'에",1
"4921","`코엘류호`",1
"4922","`키플레이어'로",1
"4923","`투르크",1
"4924","`투톱원톱'을",1
"4925","`포백",1
"4926","`포백(Back)'",1
"4927","`포백수비'",1
"4928","`한.홍콩",1
"4929","`한국",1
"4930","`한국이",1
"4931","`한국킬러'라는",1
"4932","`홍콩",1
"4933","`히딩크에서",1
"4934","~골에서",1
"4935","~ㆍ인천)에",1
"4936","‘(수비)(수비형",1
"4937","‘’",1
"4938","‘C’를",1
"4939","‘Coelho(코엘류)’를",1
"4940","‘HYE",1
"4941","‘MT’를",1
"4942","‘X파일’을",1
"4943","‘감독’을",1
"4944","‘강신화",1
"4945","‘거수기’로",1
"4946","‘경기는",1
"4947","‘계기’를",1
"4948","‘고교최대어’라는",1
"4949","‘고질적인’이라는",1
"4950","‘구렁이",1
"4951","‘국가성’을",1
"4952","‘군기잡기’",1
"4953","‘그라운드",1
"4954","‘극찬’을",1
"4955","‘기술축구’나",1
"4956","‘꺾다리’",1
"4957","‘날개없는",1
"4958","‘날쌘돌이’",1
"4959","‘남성미’에",1
"4960","‘넣기",1
"4961","‘대~한민국’",1
"4962","‘대~한민국’과‘오",1
"4963","‘대사(大事)’를",1
"4964","‘대형",1
"4965","‘돌아온",1
"4966","‘동구",1
"4967","‘드리블",1
"4968","‘듣지도",1
"4969","‘마",1
"4970","‘만리장성’을",1
"4971","‘맏형’",1
"4972","‘무거운",1
"4973","‘무조건",1
"4974","‘미드필더’",1
"4975","‘박지성은",1
"4976","‘반드시",1
"4977","‘반쪽’",1
"4978","‘베스트",1
"4979","‘베스트’와",1
"4980","‘변화’가",1
"4981","‘변화’를",1
"4982","‘보지도",1
"4983","‘분’",1
"4984","‘붉은악마’",1
"4985","‘비전’을",1
"4986","‘사커",1
"4987","‘삼각",1
"4988","‘삼바",1
"4989","‘삼바특급’",1
"4990","‘상대",1
"4991","‘새얼굴’이",1
"4992","‘새해",1
"4993","‘색깔’과",1
"4994","‘색깔이",1
"4995","‘생각",1
"4996","‘서울",1
"4997","‘선수소집’이라는",1
"4998","‘성남",1
"4999","‘성실맨’이다",1
"5000","‘세상에",1
