gid,경도,위도
다바673836,127.1332847000,36.9506894100
다바673837,127.1332804000,36.9515908400
다바673838,127.1332761000,36.9524922700
다바673839,127.1332717000,36.9533937100
다바673840,127.1332674000,36.9542951400
다바673841,127.1332631000,36.9551965700
다바673842,127.1332588000,36.9560980000
다바673843,127.1332545000,36.9569994300
다바673844,127.1332501000,36.9579008600
다바673845,127.1332458000,36.9588022900
다바673846,127.1332415000,36.9597037200
다바673847,127.1332372000,36.9606051500
다바673848,127.1332328000,36.9615065800
다바673849,127.1332285000,36.9624080100
다바673850,127.1332242000,36.9633094400
다바673851,127.1332199000,36.9642108700
다바673852,127.1332155000,36.9651123000
다바673853,127.1332112000,36.9660137300
다바673854,127.1332069000,36.9669151600
다바674495,127.1358658000,36.6432965400
다바674496,127.1358616000,36.6441980200
다바674497,127.1358574000,36.6450995000
다바674498,127.1358531000,36.6460009800
다바674499,127.1358489000,36.6469024600
다바674500,127.1358446000,36.6478039400
다바674501,127.1358404000,36.6487054100
다바674502,127.1358361000,36.6496068900
다바674503,127.1358319000,36.6505083700
다바674504,127.1358276000,36.6514098500
다바674505,127.1358234000,36.6523113300
다바674506,127.1358192000,36.6532128000
다바674507,127.1358149000,36.6541142800
다바674508,127.1358107000,36.6550157600
다바674509,127.1358064000,36.6559172400
다바674510,127.1358022000,36.6568187100
다바674511,127.1357979000,36.6577201900
다바674512,127.1357937000,36.6586216700
다바674513,127.1357894000,36.6595231400
다바674514,127.1357852000,36.6604246200
다바674515,127.1357809000,36.6613260900
다바674516,127.1357767000,36.6622275700
다바674517,127.1357724000,36.6631290500
다바674518,127.1357682000,36.6640305200
다바674519,127.1357639000,36.6649320000
다바674520,127.1357597000,36.6658334700
다바674521,127.1357555000,36.6667349500
다바674522,127.1357512000,36.6676364200
다바674523,127.1357470000,36.6685379000
다바674524,127.1357427000,36.6694393700
다바674525,127.1357385000,36.6703408500
다바674526,127.1357342000,36.6712423200
다바674527,127.1357300000,36.6721438000
다바674528,127.1357257000,36.6730452700
다바674529,127.1357215000,36.6739467500
다바674530,127.1357172000,36.6748482200
다바674531,127.1357130000,36.6757497000
다바674532,127.1357087000,36.6766511700
다바674533,127.1357045000,36.6775526400
다바674534,127.1357002000,36.6784541200
다바674535,127.1356960000,36.6793555900
다바674536,127.1356917000,36.6802570600
다바674537,127.1356875000,36.6811585400
다바674538,127.1356832000,36.6820600100
다바674539,127.1356790000,36.6829614800
다바674540,127.1356747000,36.6838629600
다바674541,127.1356704000,36.6847644300
다바674542,127.1356662000,36.6856659000
다바674543,127.1356619000,36.6865673700
다바674544,127.1356577000,36.6874688500
다바674545,127.1356534000,36.6883703200
다바674546,127.1356492000,36.6892717900
다바674547,127.1356449000,36.6901732600
다바674548,127.1356407000,36.6910747300
다바674549,127.1356364000,36.6919762100
다바674550,127.1356322000,36.6928776800
다바674551,127.1356279000,36.6937791500
다바674552,127.1356237000,36.6946806200
다바674553,127.1356194000,36.6955820900
다바674554,127.1356152000,36.6964835600
다바674555,127.1356109000,36.6973850300
다바674556,127.1356066000,36.6982865000
다바674557,127.1356024000,36.6991879700
다바674558,127.1355981000,36.7000894400
다바674559,127.1355939000,36.7009909100
다바674560,127.1355896000,36.7018923800
다바674561,127.1355854000,36.7027938500
다바674562,127.1355811000,36.7036953200
다바674563,127.1355769000,36.7045967900
다바674564,127.1355726000,36.7054982600
다바674565,127.1355683000,36.7063997300
다바674572,127.1355385000,36.7127100100
다바674573,127.1355343000,36.7136114800
다바674574,127.1355300000,36.7145129500
다바674575,127.1355258000,36.7154144200
다바674576,127.1355215000,36.7163158900
다바674577,127.1355173000,36.7172173500
다바674578,127.1355130000,36.7181188200
다바674579,127.1355087000,36.7190202900
다바674580,127.1355045000,36.7199217600
다바674581,127.1355002000,36.7208232200
다바674582,127.1354960000,36.7217246900
다바674583,127.1354917000,36.7226261600
다바674584,127.1354874000,36.7235276200
다바674585,127.1354832000,36.7244290900
다바674586,127.1354789000,36.7253305600
다바674587,127.1354747000,36.7262320200
다바674588,127.1354704000,36.7271334900
다바674589,127.1354661000,36.7280349600
다바674590,127.1354619000,36.7289364200
다바674591,127.1354576000,36.7298378900
다바674592,127.1354534000,36.7307393500
다바674593,127.1354491000,36.7316408200
다바674594,127.1354448000,36.7325422800
다바674595,127.1354406000,36.7334437500
다바674596,127.1354363000,36.7343452200
다바674597,127.1354320000,36.7352466800
다바674598,127.1354278000,36.7361481500
다바674599,127.1354235000,36.7370496100
다바674600,127.1354193000,36.7379510700
다바674601,127.1354150000,36.7388525400
다바674602,127.1354107000,36.7397540000
다바674603,127.1354065000,36.7406554700
다바674604,127.1354022000,36.7415569300
다바674605,127.1353979000,36.7424584000
다바674606,127.1353937000,36.7433598600
다바674607,127.1353894000,36.7442613200
다바674608,127.1353851000,36.7451627900
다바674609,127.1353809000,36.7460642500
다바674610,127.1353766000,36.7469657100
다바674611,127.1353724000,36.7478671800
다바674612,127.1353681000,36.7487686400
다바674613,127.1353638000,36.7496701000
다바674614,127.1353596000,36.7505715600
다바674615,127.1353553000,36.7514730300
다바674616,127.1353510000,36.7523744900
다바674617,127.1353468000,36.7532759500
다바674618,127.1353425000,36.7541774100
다바674619,127.1353382000,36.7550788800
다바674620,127.1353340000,36.7559803400
다바674621,127.1353297000,36.7568818000
다바674622,127.1353254000,36.7577832600
다바674623,127.1353212000,36.7586847200
다바674624,127.1353169000,36.7595861800
다바674625,127.1353126000,36.7604876400
다바674626,127.1353084000,36.7613891100
다바674627,127.1353041000,36.7622905700
다바674628,127.1352998000,36.7631920300
다바674629,127.1352955000,36.7640934900
다바674630,127.1352913000,36.7649949500
다바674631,127.1352870000,36.7658964100
다바674632,127.1352827000,36.7667978700
다바674633,127.1352785000,36.7676993300
다바674634,127.1352742000,36.7686007900
다바674635,127.1352699000,36.7695022500
다바674636,127.1352657000,36.7704037100
다바674637,127.1352614000,36.7713051700
다바674638,127.1352571000,36.7722066300
다바674639,127.1352529000,36.7731080900
다바674640,127.1352486000,36.7740095500
다바674641,127.1352443000,36.7749110000
다바674642,127.1352400000,36.7758124600
다바674643,127.1352358000,36.7767139200
다바674644,127.1352315000,36.7776153800
다바674645,127.1352272000,36.7785168400
다바674646,127.1352230000,36.7794183000
다바674647,127.1352187000,36.7803197500
다바674648,127.1352144000,36.7812212100
다바674649,127.1352101000,36.7821226700
다바674650,127.1352059000,36.7830241300
다바674651,127.1352016000,36.7839255900
다바674652,127.1351973000,36.7848270400
다바674653,127.1351930000,36.7857285000
다바674654,127.1351888000,36.7866299600
다바674655,127.1351845000,36.7875314100
다바674656,127.1351802000,36.7884328700
다바674657,127.1351760000,36.7893343300
다바674658,127.1351717000,36.7902357900
다바674659,127.1351674000,36.7911372400
다바674660,127.1351631000,36.7920387000
다바674661,127.1351589000,36.7929401500
다바674662,127.1351546000,36.7938416100
다바674663,127.1351503000,36.7947430700
다바674664,127.1351460000,36.7956445200
다바674665,127.1351418000,36.7965459800
다바674666,127.1351375000,36.7974474300
다바674667,127.1351332000,36.7983488900
다바674668,127.1351289000,36.7992503400
다바674669,127.1351246000,36.8001518000
다바674670,127.1351204000,36.8010532500
다바674671,127.1351161000,36.8019547100
다바674672,127.1351118000,36.8028561600
다바674673,127.1351075000,36.8037576200
다바674674,127.1351033000,36.8046590700
다바674675,127.1350990000,36.8055605300
다바674676,127.1350947000,36.8064619800
다바674677,127.1350904000,36.8073634300
다바674678,127.1350862000,36.8082648900
다바674679,127.1350819000,36.8091663400
다바674680,127.1350776000,36.8100678000
다바674681,127.1350733000,36.8109692500
다바674682,127.1350690000,36.8118707000
다바674683,127.1350648000,36.8127721600
다바674684,127.1350605000,36.8136736100
다바674685,127.1350562000,36.8145750600
다바674686,127.1350519000,36.8154765100
다바674687,127.1350476000,36.8163779700
다바674688,127.1350434000,36.8172794200
다바674689,127.1350391000,36.8181808700
다바674690,127.1350348000,36.8190823200
다바674691,127.1350305000,36.8199837800
다바674692,127.1350262000,36.8208852300
다바674693,127.1350220000,36.8217866800
다바674694,127.1350177000,36.8226881300
다바674695,127.1350134000,36.8235895800
다바674696,127.1350091000,36.8244910300
다바674697,127.1350048000,36.8253924900
다바674698,127.1350006000,36.8262939400
다바674699,127.1349963000,36.8271953900
다바674700,127.1349920000,36.8280968400
다바674701,127.1349877000,36.8289982900
다바674702,127.1349834000,36.8298997400
다바674703,127.1349791000,36.8308011900
다바674704,127.1349749000,36.8317026400
다바674705,127.1349706000,36.8326040900
다바674706,127.1349663000,36.8335055400
다바674707,127.1349620000,36.8344069900
다바674708,127.1349577000,36.8353084400
다바674709,127.1349534000,36.8362098900
다바674710,127.1349492000,36.8371113400
다바674711,127.1349449000,36.8380127900
다바674712,127.1349406000,36.8389142400
다바674713,127.1349363000,36.8398156900
다바674714,127.1349320000,36.8407171400
다바674715,127.1349277000,36.8416185900
다바674716,127.1349235000,36.8425200300
다바674717,127.1349192000,36.8434214800
다바674718,127.1349149000,36.8443229300
다바674719,127.1349106000,36.8452243800
다바674720,127.1349063000,36.8461258300
다바674721,127.1349020000,36.8470272800
다바674722,127.1348977000,36.8479287200
다바674723,127.1348935000,36.8488301700
다바674724,127.1348892000,36.8497316200
다바674725,127.1348849000,36.8506330700
다바674726,127.1348806000,36.8515345100
다바674727,127.1348763000,36.8524359600
다바674728,127.1348720000,36.8533374100
다바674729,127.1348677000,36.8542388500
다바674730,127.1348634000,36.8551403000
다바674731,127.1348592000,36.8560417500
다바674732,127.1348549000,36.8569431900
다바674733,127.1348506000,36.8578446400
다바674734,127.1348463000,36.8587460900
다바674735,127.1348420000,36.8596475300
다바674736,127.1348377000,36.8605489800
다바674737,127.1348334000,36.8614504200
다바674738,127.1348291000,36.8623518700
다바674739,127.1348248000,36.8632533200
다바674740,127.1348206000,36.8641547600
다바674741,127.1348163000,36.8650562100
다바674742,127.1348120000,36.8659576500
다바674743,127.1348077000,36.8668591000
다바674744,127.1348034000,36.8677605400
다바674745,127.1347991000,36.8686619900
다바674746,127.1347948000,36.8695634300
다바674747,127.1347905000,36.8704648700
다바674748,127.1347862000,36.8713663200
다바674749,127.1347819000,36.8722677600
다바674750,127.1347777000,36.8731692100
다바674751,127.1347734000,36.8740706500
다바674752,127.1347691000,36.8749720900
다바674753,127.1347648000,36.8758735400
다바674754,127.1347605000,36.8767749800
다바674755,127.1347562000,36.8776764200
다바674756,127.1347519000,36.8785778700
다바674757,127.1347476000,36.8794793100
다바674758,127.1347433000,36.8803807500
다바674759,127.1347390000,36.8812822000
다바674760,127.1347347000,36.8821836400
다바674761,127.1347304000,36.8830850800
다바674762,127.1347261000,36.8839865200
다바674763,127.1347218000,36.8848879700
다바674764,127.1347176000,36.8857894100
다바674765,127.1347133000,36.8866908500
다바674766,127.1347090000,36.8875922900
다바674767,127.1347047000,36.8884937300
다바674768,127.1347004000,36.8893951700
다바674769,127.1346961000,36.8902966200
다바674770,127.1346918000,36.8911980600
다바674771,127.1346875000,36.8920995000
다바674772,127.1346832000,36.8930009400
다바674773,127.1346789000,36.8939023800
다바674774,127.1346746000,36.8948038200
다바674775,127.1346703000,36.8957052600
다바674776,127.1346660000,36.8966067000
다바674777,127.1346617000,36.8975081400
다바674778,127.1346574000,36.8984095800
다바674779,127.1346531000,36.8993110200
다바674780,127.1346488000,36.9002124600
다바674781,127.1346445000,36.9011139000
다바674782,127.1346402000,36.9020153400
다바674783,127.1346359000,36.9029167800
다바674784,127.1346316000,36.9038182200
다바674785,127.1346273000,36.9047196600
다바674786,127.1346230000,36.9056211000
다바674787,127.1346187000,36.9065225400
다바674788,127.1346144000,36.9074239800
다바674789,127.1346101000,36.9083254100
다바674790,127.1346058000,36.9092268500
다바674791,127.1346015000,36.9101282900
다바674792,127.1345972000,36.9110297300
다바674793,127.1345929000,36.9119311700
다바674794,127.1345886000,36.9128326100
다바674795,127.1345843000,36.9137340400
다바674796,127.1345800000,36.9146354800
다바674797,127.1345757000,36.9155369200
다바674798,127.1345714000,36.9164383600
다바674799,127.1345671000,36.9173397900
다바674800,127.1345628000,36.9182412300
다바674801,127.1345585000,36.9191426700
다바674802,127.1345542000,36.9200441000
다바674803,127.1345499000,36.9209455400
다바674804,127.1345456000,36.9218469800
다바674805,127.1345413000,36.9227484100
다바674806,127.1345370000,36.9236498500
다바674807,127.1345327000,36.9245512900
다바674808,127.1345284000,36.9254527200
다바674809,127.1345241000,36.9263541600
다바674810,127.1345198000,36.9272555900
다바674811,127.1345155000,36.9281570300
다바674812,127.1345112000,36.9290584600
다바674813,127.1345069000,36.9299599000
다바674814,127.1345026000,36.9308613300
다바674815,127.1344983000,36.9317627700
다바674816,127.1344940000,36.9326642000
다바674817,127.1344897000,36.9335656400
다바674818,127.1344854000,36.9344670700
다바674819,127.1344811000,36.9353685100
다바674820,127.1344768000,36.9362699400
다바674821,127.1344725000,36.9371713800
다바674822,127.1344682000,36.9380728100
다바674823,127.1344639000,36.9389742500
다바674824,127.1344595000,36.9398756800
다바674825,127.1344552000,36.9407771100
다바674826,127.1344509000,36.9416785500
다바674827,127.1344466000,36.9425799800
다바674828,127.1344423000,36.9434814100
다바674829,127.1344380000,36.9443828500
다바674830,127.1344337000,36.9452842800
다바674831,127.1344294000,36.9461857100
다바674832,127.1344251000,36.9470871400
다바674833,127.1344208000,36.9479885800
다바674834,127.1344165000,36.9488900100
다바674835,127.1344122000,36.9497914400
다바674836,127.1344079000,36.9506928700
다바674837,127.1344036000,36.9515943100
다바674838,127.1343992000,36.9524957400
다바674839,127.1343949000,36.9533971700
다바674840,127.1343906000,36.9542986000
다바674841,127.1343863000,36.9552000300
다바674842,127.1343820000,36.9561014600
다바674843,127.1343777000,36.9570028900
다바674844,127.1343734000,36.9579043300
다바674845,127.1343691000,36.9588057600
다바674846,127.1343648000,36.9597071900
다바674847,127.1343605000,36.9606086200
다바674848,127.1343562000,36.9615100500
다바674849,127.1343518000,36.9624114800
다바674850,127.1343475000,36.9633129100
다바674851,127.1343432000,36.9642143400
다바674852,127.1343389000,36.9651157700
다바674853,127.1343346000,36.9660172000
다바674854,127.1343303000,36.9669186300
다바675496,127.1369803000,36.6442014400
다바675497,127.1369760000,36.6451029200
다바675498,127.1369718000,36.6460043900
다바675499,127.1369676000,36.6469058700
다바675500,127.1369634000,36.6478073500
다바675501,127.1369591000,36.6487088300
다바675502,127.1369549000,36.6496103100
다바675503,127.1369507000,36.6505117900
다바675504,127.1369464000,36.6514132600
다바675505,127.1369422000,36.6523147400
다바675506,127.1369380000,36.6532162200
다바675507,127.1369337000,36.6541177000
다바675508,127.1369295000,36.6550191700
다바675509,127.1369253000,36.6559206500
다바675510,127.1369210000,36.6568221300
다바675511,127.1369168000,36.6577236000
다바675512,127.1369126000,36.6586250800
다바675513,127.1369083000,36.6595265600
다바675514,127.1369041000,36.6604280300
다바675515,127.1368999000,36.6613295100
다바675516,127.1368956000,36.6622309900
다바675517,127.1368914000,36.6631324600
다바675518,127.1368872000,36.6640339400
다바675519,127.1368829000,36.6649354200
다바675520,127.1368787000,36.6658368900
다바675521,127.1368745000,36.6667383700
다바675522,127.1368702000,36.6676398400
다바675523,127.1368660000,36.6685413200
다바675524,127.1368618000,36.6694427900
다바675525,127.1368575000,36.6703442700
다바675526,127.1368533000,36.6712457400
다바675527,127.1368490000,36.6721472200
다바675528,127.1368448000,36.6730486900
다바675529,127.1368406000,36.6739501700
다바675530,127.1368363000,36.6748516400
다바675531,127.1368321000,36.6757531100
다바675532,127.1368279000,36.6766545900
다바675533,127.1368236000,36.6775560600
다바675534,127.1368194000,36.6784575400
다바675535,127.1368152000,36.6793590100
다바675536,127.1368109000,36.6802604800
다바675537,127.1368067000,36.6811619600
다바675538,127.1368024000,36.6820634300
다바675539,127.1367982000,36.6829649000
다바675540,127.1367940000,36.6838663800
다바675541,127.1367897000,36.6847678500
다바675542,127.1367855000,36.6856693200
다바675543,127.1367812000,36.6865707900
다바675544,127.1367770000,36.6874722700
다바675545,127.1367728000,36.6883737400
다바675546,127.1367685000,36.6892752100
다바675547,127.1367643000,36.6901766800
다바675548,127.1367600000,36.6910781500
다바675549,127.1367558000,36.6919796300
다바675550,127.1367516000,36.6928811000
다바675551,127.1367473000,36.6937825700
다바675552,127.1367431000,36.6946840400
다바675553,127.1367388000,36.6955855100
다바675554,127.1367346000,36.6964869800
다바675555,127.1367304000,36.6973884500
다바675556,127.1367261000,36.6982899200
다바675557,127.1367219000,36.6991913900
다바675558,127.1367176000,36.7000928600
다바675559,127.1367134000,36.7009943400
다바675560,127.1367091000,36.7018958100
다바675561,127.1367049000,36.7027972800
다바675562,127.1367007000,36.7036987500
다바675563,127.1366964000,36.7046002200
다바675573,127.1366540000,36.7136149100
다바675574,127.1366497000,36.7145163700
다바675575,127.1366455000,36.7154178400
다바675576,127.1366412000,36.7163193100
다바675577,127.1366370000,36.7172207800
다바675578,127.1366328000,36.7181222500
다바675579,127.1366285000,36.7190237100
다바675580,127.1366243000,36.7199251800
다바675581,127.1366200000,36.7208266500
다바675582,127.1366158000,36.7217281100
다바675583,127.1366115000,36.7226295800
다바675584,127.1366073000,36.7235310500
다바675585,127.1366030000,36.7244325200
다바675586,127.1365988000,36.7253339800
다바675587,127.1365945000,36.7262354500
다바675588,127.1365903000,36.7271369100
다바675589,127.1365860000,36.7280383800
다바675590,127.1365818000,36.7289398500
다바675591,127.1365775000,36.7298413100
다바675592,127.1365733000,36.7307427800
다바675593,127.1365690000,36.7316442400
다바675594,127.1365648000,36.7325457100
다바675595,127.1365605000,36.7334471800
다바675596,127.1365563000,36.7343486400
다바675597,127.1365520000,36.7352501100
다바675598,127.1365478000,36.7361515700
다바675599,127.1365435000,36.7370530400
다바675600,127.1365393000,36.7379545000
다바675601,127.1365350000,36.7388559600
다바675602,127.1365308000,36.7397574300
다바675603,127.1365265000,36.7406588900
다바675604,127.1365223000,36.7415603600
다바675605,127.1365180000,36.7424618200
다바675606,127.1365138000,36.7433632900
다바675607,127.1365095000,36.7442647500
다바675608,127.1365053000,36.7451662100
다바675609,127.1365010000,36.7460676800
다바675610,127.1364968000,36.7469691400
다바675611,127.1364925000,36.7478706000
다바675612,127.1364883000,36.7487720700
다바675613,127.1364840000,36.7496735300
다바675614,127.1364798000,36.7505749900
다바675615,127.1364755000,36.7514764500
다바675616,127.1364713000,36.7523779200
다바675617,127.1364670000,36.7532793800
다바675618,127.1364628000,36.7541808400
다바675619,127.1364585000,36.7550823000
다바675620,127.1364543000,36.7559837700
다바675621,127.1364500000,36.7568852300
다바675622,127.1364458000,36.7577866900
다바675623,127.1364415000,36.7586881500
다바675624,127.1364372000,36.7595896100
다바675625,127.1364330000,36.7604910700
다바675626,127.1364287000,36.7613925300
다바675627,127.1364245000,36.7622940000
다바675628,127.1364202000,36.7631954600
다바675629,127.1364160000,36.7640969200
다바675630,127.1364117000,36.7649983800
다바675631,127.1364075000,36.7658998400
다바675632,127.1364032000,36.7668013000
다바675633,127.1363989000,36.7677027600
다바675634,127.1363947000,36.7686042200
다바675635,127.1363904000,36.7695056800
다바675636,127.1363862000,36.7704071400
다바675637,127.1363819000,36.7713086000
다바675638,127.1363777000,36.7722100600
다바675639,127.1363734000,36.7731115200
다바675640,127.1363691000,36.7740129800
다바675641,127.1363649000,36.7749144300
다바675642,127.1363606000,36.7758158900
다바675643,127.1363564000,36.7767173500
다바675644,127.1363521000,36.7776188100
다바675645,127.1363479000,36.7785202700
다바675646,127.1363436000,36.7794217300
다바675647,127.1363393000,36.7803231900
다바675648,127.1363351000,36.7812246400
다바675649,127.1363308000,36.7821261000
다바675650,127.1363266000,36.7830275600
다바675651,127.1363223000,36.7839290200
다바675652,127.1363180000,36.7848304800
다바675653,127.1363138000,36.7857319300
다바675654,127.1363095000,36.7866333900
다바675655,127.1363053000,36.7875348500
다바675656,127.1363010000,36.7884363000
다바675657,127.1362967000,36.7893377600
다바675658,127.1362925000,36.7902392200
다바675659,127.1362882000,36.7911406700
다바675660,127.1362840000,36.7920421300
다바675661,127.1362797000,36.7929435900
다바675662,127.1362754000,36.7938450400
다바675663,127.1362712000,36.7947465000
다바675664,127.1362669000,36.7956479600
다바675665,127.1362626000,36.7965494100
다바675666,127.1362584000,36.7974508700
다바675667,127.1362541000,36.7983523200
다바675668,127.1362499000,36.7992537800
다바675669,127.1362456000,36.8001552300
다바675670,127.1362413000,36.8010566900
다바675671,127.1362371000,36.8019581400
다바675672,127.1362328000,36.8028596000
다바675673,127.1362285000,36.8037610500
다바675674,127.1362243000,36.8046625100
다바675675,127.1362200000,36.8055639600
다바675676,127.1362158000,36.8064654200
다바675677,127.1362115000,36.8073668700
다바675678,127.1362072000,36.8082683200
다바675679,127.1362030000,36.8091697800
다바675680,127.1361987000,36.8100712300
다바675681,127.1361944000,36.8109726800
다바675682,127.1361902000,36.8118741400
다바675683,127.1361859000,36.8127755900
다바675684,127.1361816000,36.8136770400
다바675685,127.1361774000,36.8145785000
다바675686,127.1361731000,36.8154799500
다바675687,127.1361688000,36.8163814000
다바675688,127.1361646000,36.8172828600
다바675689,127.1361603000,36.8181843100
다바675690,127.1361560000,36.8190857600
다바675691,127.1361518000,36.8199872100
다바675692,127.1361475000,36.8208886600
다바675693,127.1361432000,36.8217901200
다바675694,127.1361390000,36.8226915700
다바675695,127.1361347000,36.8235930200
다바675696,127.1361304000,36.8244944700
다바675697,127.1361262000,36.8253959200
다바675698,127.1361219000,36.8262973700
다바675699,127.1361176000,36.8271988300
다바675700,127.1361134000,36.8281002800
다바675701,127.1361091000,36.8290017300
다바675702,127.1361048000,36.8299031800
다바675703,127.1361005000,36.8308046300
다바675704,127.1360963000,36.8317060800
다바675705,127.1360920000,36.8326075300
다바675706,127.1360877000,36.8335089800
다바675707,127.1360835000,36.8344104300
다바675708,127.1360792000,36.8353118800
다바675709,127.1360749000,36.8362133300
다바675710,127.1360707000,36.8371147800
다바675711,127.1360664000,36.8380162300
다바675712,127.1360621000,36.8389176800
다바675713,127.1360578000,36.8398191300
다바675714,127.1360536000,36.8407205800
다바675715,127.1360493000,36.8416220200
다바675716,127.1360450000,36.8425234700
다바675717,127.1360408000,36.8434249200
다바675718,127.1360365000,36.8443263700
다바675719,127.1360322000,36.8452278200
다바675720,127.1360279000,36.8461292700
다바675721,127.1360237000,36.8470307100
다바675722,127.1360194000,36.8479321600
다바675723,127.1360151000,36.8488336100
다바675724,127.1360108000,36.8497350600
다바675725,127.1360066000,36.8506365100
다바675726,127.1360023000,36.8515379500
다바675727,127.1359980000,36.8524394000
다바675728,127.1359937000,36.8533408500
다바675729,127.1359895000,36.8542422900
다바675730,127.1359852000,36.8551437400
다바675731,127.1359809000,36.8560451900
다바675732,127.1359766000,36.8569466300
다바675733,127.1359724000,36.8578480800
다바675734,127.1359681000,36.8587495300
다바675735,127.1359638000,36.8596509700
다바675736,127.1359595000,36.8605524200
다바675737,127.1359553000,36.8614538700
다바675738,127.1359510000,36.8623553100
다바675739,127.1359467000,36.8632567600
다바675740,127.1359424000,36.8641582000
다바675741,127.1359382000,36.8650596500
다바675742,127.1359339000,36.8659610900
다바675743,127.1359296000,36.8668625400
다바675744,127.1359253000,36.8677639800
다바675745,127.1359211000,36.8686654300
다바675746,127.1359168000,36.8695668700
다바675747,127.1359125000,36.8704683200
다바675748,127.1359082000,36.8713697600
다바675749,127.1359039000,36.8722712000
다바675750,127.1358997000,36.8731726500
다바675751,127.1358954000,36.8740740900
다바675752,127.1358911000,36.8749755400
다바675753,127.1358868000,36.8758769800
다바675754,127.1358826000,36.8767784200
다바675755,127.1358783000,36.8776798700
다바675756,127.1358740000,36.8785813100
다바675757,127.1358697000,36.8794827500
다바675758,127.1358654000,36.8803842000
다바675759,127.1358612000,36.8812856400
다바675760,127.1358569000,36.8821870800
다바675761,127.1358526000,36.8830885200
다바675762,127.1358483000,36.8839899700
다바675763,127.1358440000,36.8848914100
다바675764,127.1358397000,36.8857928500
다바675765,127.1358355000,36.8866942900
다바675766,127.1358312000,36.8875957400
다바675767,127.1358269000,36.8884971800
다바675768,127.1358226000,36.8893986200
다바675769,127.1358183000,36.8903000600
다바675770,127.1358141000,36.8912015000
다바675771,127.1358098000,36.8921029400
다바675772,127.1358055000,36.8930043800
다바675773,127.1358012000,36.8939058300
다바675774,127.1357969000,36.8948072700
다바675775,127.1357926000,36.8957087100
다바675776,127.1357884000,36.8966101500
다바675777,127.1357841000,36.8975115900
다바675778,127.1357798000,36.8984130300
다바675779,127.1357755000,36.8993144700
다바675780,127.1357712000,36.9002159100
다바675781,127.1357669000,36.9011173500
다바675782,127.1357627000,36.9020187900
다바675783,127.1357584000,36.9029202300
다바675784,127.1357541000,36.9038216700
다바675785,127.1357498000,36.9047231100
다바675786,127.1357455000,36.9056245400
다바675787,127.1357412000,36.9065259800
다바675788,127.1357369000,36.9074274200
다바675789,127.1357327000,36.9083288600
다바675790,127.1357284000,36.9092303000
다바675791,127.1357241000,36.9101317400
다바675792,127.1357198000,36.9110331800
다바675793,127.1357155000,36.9119346100
다바675794,127.1357112000,36.9128360500
다바675795,127.1357069000,36.9137374900
다바675796,127.1357027000,36.9146389300
다바675797,127.1356984000,36.9155403700
다바675798,127.1356941000,36.9164418000
다바675799,127.1356898000,36.9173432400
다바675800,127.1356855000,36.9182446800
다바675801,127.1356812000,36.9191461200
다바675802,127.1356769000,36.9200475500
다바675803,127.1356726000,36.9209489900
다바675804,127.1356684000,36.9218504300
다바675805,127.1356641000,36.9227518600
다바675806,127.1356598000,36.9236533000
다바675807,127.1356555000,36.9245547300
다바675808,127.1356512000,36.9254561700
다바675809,127.1356469000,36.9263576100
다바675810,127.1356426000,36.9272590400
다바675811,127.1356383000,36.9281604800
다바675812,127.1356340000,36.9290619100
다바675813,127.1356297000,36.9299633500
다바675814,127.1356255000,36.9308647800
다바675815,127.1356212000,36.9317662200
다바675816,127.1356169000,36.9326676500
다바675817,127.1356126000,36.9335690900
다바675818,127.1356083000,36.9344705200
다바675819,127.1356040000,36.9353719600
다바675820,127.1355997000,36.9362733900
다바675821,127.1355954000,36.9371748300
다바675822,127.1355911000,36.9380762600
다바675823,127.1355868000,36.9389777000
다바675824,127.1355825000,36.9398791300
다바675825,127.1355782000,36.9407805600
다바675826,127.1355740000,36.9416820000
다바675827,127.1355697000,36.9425834300
다바675828,127.1355654000,36.9434848600
다바675829,127.1355611000,36.9443863000
다바675830,127.1355568000,36.9452877300
다바675831,127.1355525000,36.9461891600
다바675832,127.1355482000,36.9470906000
다바675833,127.1355439000,36.9479920300
다바675834,127.1355396000,36.9488934600
다바675835,127.1355353000,36.9497948900
다바675836,127.1355310000,36.9506963300
다바675837,127.1355267000,36.9515977600
다바675838,127.1355224000,36.9524991900
다바675839,127.1355181000,36.9534006200
다바675840,127.1355138000,36.9543020500
다바675841,127.1355095000,36.9552034900
다바675842,127.1355052000,36.9561049200
다바675843,127.1355009000,36.9570063500
다바675844,127.1354966000,36.9579077800
다바675845,127.1354924000,36.9588092100
다바675846,127.1354881000,36.9597106400
다바675847,127.1354838000,36.9606120700
다바675848,127.1354795000,36.9615135000
다바675849,127.1354752000,36.9624149300
다바675850,127.1354709000,36.9633163600
다바675851,127.1354666000,36.9642177900
다바675852,127.1354623000,36.9651192200
다바675853,127.1354580000,36.9660206500
다바675854,127.1354537000,36.9669220800
다바675855,127.1354494000,36.9678235100
다바676496,127.1380990000,36.6442048400
다바676497,127.1380947000,36.6451063200
다바676498,127.1380905000,36.6460078000
다바676499,127.1380863000,36.6469092800
다바676500,127.1380821000,36.6478107600
다바676501,127.1380779000,36.6487122300
다바676502,127.1380737000,36.6496137100
다바676503,127.1380694000,36.6505151900
다바676504,127.1380652000,36.6514166700
다바676505,127.1380610000,36.6523181500
다바676506,127.1380568000,36.6532196200
다바676507,127.1380526000,36.6541211000
