gid,경도,위도
다바676508,127.1380483000,36.6550225800
다바676509,127.1380441000,36.6559240600
다바676510,127.1380399000,36.6568255300
다바676511,127.1380357000,36.6577270100
다바676512,127.1380315000,36.6586284900
다바676513,127.1380272000,36.6595299600
다바676514,127.1380230000,36.6604314400
다바676515,127.1380188000,36.6613329200
다바676516,127.1380146000,36.6622343900
다바676517,127.1380104000,36.6631358700
다바676518,127.1380061000,36.6640373500
다바676519,127.1380019000,36.6649388200
다바676520,127.1379977000,36.6658403000
다바676521,127.1379935000,36.6667417700
다바676522,127.1379892000,36.6676432500
다바676523,127.1379850000,36.6685447200
다바676524,127.1379808000,36.6694462000
다바676525,127.1379766000,36.6703476700
다바676526,127.1379724000,36.6712491500
다바676527,127.1379681000,36.6721506200
다바676528,127.1379639000,36.6730521000
다바676529,127.1379597000,36.6739535700
다바676530,127.1379555000,36.6748550500
다바676531,127.1379512000,36.6757565200
다바676532,127.1379470000,36.6766580000
다바676533,127.1379428000,36.6775594700
다바676534,127.1379386000,36.6784609400
다바676535,127.1379343000,36.6793624200
다바676536,127.1379301000,36.6802638900
다바676537,127.1379259000,36.6811653600
다바676538,127.1379217000,36.6820668400
다바676539,127.1379174000,36.6829683100
다바676540,127.1379132000,36.6838697800
다바676541,127.1379090000,36.6847712600
다바676542,127.1379048000,36.6856727300
다바676543,127.1379005000,36.6865742000
다바676544,127.1378963000,36.6874756800
다바676545,127.1378921000,36.6883771500
다바676546,127.1378879000,36.6892786200
다바676547,127.1378836000,36.6901800900
다바676548,127.1378794000,36.6910815600
다바676549,127.1378752000,36.6919830400
다바676550,127.1378710000,36.6928845100
다바676551,127.1378667000,36.6937859800
다바676552,127.1378625000,36.6946874500
다바676553,127.1378583000,36.6955889200
다바676554,127.1378540000,36.6964903900
다바676555,127.1378498000,36.6973918600
다바676556,127.1378456000,36.6982933300
다바676557,127.1378414000,36.6991948000
다바676558,127.1378371000,36.7000962800
다바676559,127.1378329000,36.7009977500
다바676560,127.1378287000,36.7018992200
다바676574,127.1377694000,36.7145197900
다바676575,127.1377652000,36.7154212500
다바676576,127.1377610000,36.7163227200
다바676577,127.1377567000,36.7172241900
다바676578,127.1377525000,36.7181256600
다바676579,127.1377483000,36.7190271300
다바676580,127.1377440000,36.7199285900
다바676581,127.1377398000,36.7208300600
다바676582,127.1377356000,36.7217315300
다바676583,127.1377313000,36.7226330000
다바676584,127.1377271000,36.7235344600
다바676585,127.1377229000,36.7244359300
다바676586,127.1377186000,36.7253374000
다바676587,127.1377144000,36.7262388600
다바676588,127.1377102000,36.7271403300
다바676589,127.1377059000,36.7280418000
다바676590,127.1377017000,36.7289432600
다바676591,127.1376975000,36.7298447300
다바676592,127.1376932000,36.7307461900
다바676593,127.1376890000,36.7316476600
다바676594,127.1376848000,36.7325491200
다바676595,127.1376805000,36.7334505900
다바676596,127.1376763000,36.7343520600
다바676597,127.1376721000,36.7352535200
다바676598,127.1376678000,36.7361549900
다바676599,127.1376636000,36.7370564500
다바676600,127.1376593000,36.7379579200
다바676601,127.1376551000,36.7388593800
다바676602,127.1376509000,36.7397608400
다바676603,127.1376466000,36.7406623100
다바676604,127.1376424000,36.7415637700
다바676605,127.1376382000,36.7424652400
다바676606,127.1376339000,36.7433667000
다바676607,127.1376297000,36.7442681700
다바676608,127.1376254000,36.7451696300
다바676609,127.1376212000,36.7460710900
다바676610,127.1376170000,36.7469725600
다바676611,127.1376127000,36.7478740200
다바676612,127.1376085000,36.7487754800
다바676613,127.1376042000,36.7496769500
다바676614,127.1376000000,36.7505784100
다바676615,127.1375958000,36.7514798700
다바676616,127.1375915000,36.7523813300
다바676617,127.1375873000,36.7532828000
다바676618,127.1375830000,36.7541842600
다바676619,127.1375788000,36.7550857200
다바676620,127.1375746000,36.7559871800
다바676621,127.1375703000,36.7568886400
다바676622,127.1375661000,36.7577901100
다바676623,127.1375618000,36.7586915700
다바676624,127.1375576000,36.7595930300
다바676625,127.1375534000,36.7604944900
다바676626,127.1375491000,36.7613959500
다바676627,127.1375449000,36.7622974100
다바676628,127.1375406000,36.7631988700
다바676629,127.1375364000,36.7641003400
다바676630,127.1375321000,36.7650018000
다바676631,127.1375279000,36.7659032600
다바676632,127.1375237000,36.7668047200
다바676633,127.1375194000,36.7677061800
다바676634,127.1375152000,36.7686076400
다바676635,127.1375109000,36.7695091000
다바676636,127.1375067000,36.7704105600
다바676637,127.1375024000,36.7713120200
다바676638,127.1374982000,36.7722134800
다바676639,127.1374940000,36.7731149400
다바676640,127.1374897000,36.7740164000
다바676641,127.1374855000,36.7749178500
다바676642,127.1374812000,36.7758193100
다바676643,127.1374770000,36.7767207700
다바676644,127.1374727000,36.7776222300
다바676645,127.1374685000,36.7785236900
다바676646,127.1374642000,36.7794251500
다바676647,127.1374600000,36.7803266100
다바676648,127.1374558000,36.7812280600
다바676649,127.1374515000,36.7821295200
다바676650,127.1374473000,36.7830309800
다바676651,127.1374430000,36.7839324400
다바676652,127.1374388000,36.7848339000
다바676653,127.1374345000,36.7857353500
다바676654,127.1374303000,36.7866368100
다바676655,127.1374260000,36.7875382700
다바676656,127.1374218000,36.7884397300
다바676657,127.1374175000,36.7893411800
다바676658,127.1374133000,36.7902426400
다바676659,127.1374090000,36.7911441000
다바676660,127.1374048000,36.7920455500
다바676661,127.1374005000,36.7929470100
다바676662,127.1373963000,36.7938484700
다바676663,127.1373920000,36.7947499200
다바676664,127.1373878000,36.7956513800
다바676665,127.1373835000,36.7965528300
다바676666,127.1373793000,36.7974542900
다바676667,127.1373750000,36.7983557400
다바676668,127.1373708000,36.7992572000
다바676669,127.1373665000,36.8001586600
다바676670,127.1373623000,36.8010601100
다바676671,127.1373580000,36.8019615700
다바676672,127.1373538000,36.8028630200
다바676673,127.1373495000,36.8037644800
다바676674,127.1373453000,36.8046659300
다바676675,127.1373410000,36.8055673800
다바676676,127.1373368000,36.8064688400
다바676677,127.1373325000,36.8073702900
다바676678,127.1373283000,36.8082717500
다바676679,127.1373240000,36.8091732000
다바676680,127.1373198000,36.8100746600
다바676681,127.1373155000,36.8109761100
다바676682,127.1373113000,36.8118775600
다바676683,127.1373070000,36.8127790200
다바676684,127.1373028000,36.8136804700
다바676685,127.1372985000,36.8145819200
다바676686,127.1372943000,36.8154833800
다바676687,127.1372900000,36.8163848300
다바676688,127.1372858000,36.8172862800
다바676689,127.1372815000,36.8181877300
다바676690,127.1372773000,36.8190891900
다바676691,127.1372730000,36.8199906400
다바676692,127.1372687000,36.8208920900
다바676693,127.1372645000,36.8217935400
다바676694,127.1372602000,36.8226949900
다바676695,127.1372560000,36.8235964500
다바676696,127.1372517000,36.8244979000
다바676697,127.1372475000,36.8253993500
다바676698,127.1372432000,36.8263008000
다바676699,127.1372390000,36.8272022500
다바676700,127.1372347000,36.8281037000
다바676701,127.1372305000,36.8290051500
다바676702,127.1372262000,36.8299066000
다바676703,127.1372219000,36.8308080600
다바676704,127.1372177000,36.8317095100
다바676705,127.1372134000,36.8326109600
다바676706,127.1372092000,36.8335124100
다바676707,127.1372049000,36.8344138600
다바676708,127.1372007000,36.8353153100
다바676709,127.1371964000,36.8362167600
다바676710,127.1371921000,36.8371182100
다바676711,127.1371879000,36.8380196600
다바676712,127.1371836000,36.8389211000
다바676713,127.1371794000,36.8398225500
다바676714,127.1371751000,36.8407240000
다바676715,127.1371708000,36.8416254500
다바676716,127.1371666000,36.8425269000
다바676717,127.1371623000,36.8434283500
다바676718,127.1371581000,36.8443298000
다바676719,127.1371538000,36.8452312500
다바676720,127.1371496000,36.8461327000
다바676721,127.1371453000,36.8470341400
다바676722,127.1371410000,36.8479355900
다바676723,127.1371368000,36.8488370400
다바676724,127.1371325000,36.8497384900
다바676725,127.1371283000,36.8506399300
다바676726,127.1371240000,36.8515413800
다바676727,127.1371197000,36.8524428300
다바676728,127.1371155000,36.8533442800
다바676729,127.1371112000,36.8542457200
다바676730,127.1371069000,36.8551471700
다바676731,127.1371027000,36.8560486200
다바676732,127.1370984000,36.8569500600
다바676733,127.1370942000,36.8578515100
다바676734,127.1370899000,36.8587529600
다바676735,127.1370856000,36.8596544000
다바676736,127.1370814000,36.8605558500
다바676737,127.1370771000,36.8614573000
다바676738,127.1370729000,36.8623587400
다바676739,127.1370686000,36.8632601900
다바676740,127.1370643000,36.8641616300
다바676741,127.1370601000,36.8650630800
다바676742,127.1370558000,36.8659645200
다바676743,127.1370515000,36.8668659700
다바676744,127.1370473000,36.8677674100
다바676745,127.1370430000,36.8686688600
다바676746,127.1370387000,36.8695703000
다바676747,127.1370345000,36.8704717500
다바676748,127.1370302000,36.8713731900
다바676749,127.1370259000,36.8722746400
다바676750,127.1370217000,36.8731760800
다바676751,127.1370174000,36.8740775300
다바676752,127.1370131000,36.8749789700
다바676753,127.1370089000,36.8758804100
다바676754,127.1370046000,36.8767818600
다바676755,127.1370004000,36.8776833000
다바676756,127.1369961000,36.8785847400
다바676757,127.1369918000,36.8794861900
다바676758,127.1369876000,36.8803876300
다바676759,127.1369833000,36.8812890700
다바676760,127.1369790000,36.8821905200
다바676761,127.1369748000,36.8830919600
다바676762,127.1369705000,36.8839934000
다바676763,127.1369662000,36.8848948400
다바676764,127.1369619000,36.8857962900
다바676765,127.1369577000,36.8866977300
다바676766,127.1369534000,36.8875991700
다바676767,127.1369491000,36.8885006100
다바676768,127.1369449000,36.8894020500
다바676769,127.1369406000,36.8903034900
다바676770,127.1369363000,36.8912049400
다바676771,127.1369321000,36.8921063800
다바676772,127.1369278000,36.8930078200
다바676773,127.1369235000,36.8939092600
다바676774,127.1369193000,36.8948107000
다바676775,127.1369150000,36.8957121400
다바676776,127.1369107000,36.8966135800
다바676777,127.1369064000,36.8975150200
다바676778,127.1369022000,36.8984164600
다바676779,127.1368979000,36.8993179000
다바676780,127.1368936000,36.9002193400
다바676781,127.1368894000,36.9011207800
다바676782,127.1368851000,36.9020222200
다바676783,127.1368808000,36.9029236600
다바676784,127.1368766000,36.9038251000
다바676785,127.1368723000,36.9047265400
다바676786,127.1368680000,36.9056279800
다바676787,127.1368637000,36.9065294200
다바676788,127.1368595000,36.9074308600
다바676789,127.1368552000,36.9083323000
다바676790,127.1368509000,36.9092337400
다바676791,127.1368466000,36.9101351700
다바676792,127.1368424000,36.9110366100
다바676793,127.1368381000,36.9119380500
다바676794,127.1368338000,36.9128394900
다바676795,127.1368296000,36.9137409300
다바676796,127.1368253000,36.9146423700
다바676797,127.1368210000,36.9155438000
다바676798,127.1368167000,36.9164452400
다바676799,127.1368125000,36.9173466800
다바676800,127.1368082000,36.9182481200
다바676801,127.1368039000,36.9191495500
다바676802,127.1367996000,36.9200509900
다바676803,127.1367954000,36.9209524300
다바676804,127.1367911000,36.9218538600
다바676805,127.1367868000,36.9227553000
다바676806,127.1367825000,36.9236567400
다바676807,127.1367783000,36.9245581700
다바676808,127.1367740000,36.9254596100
다바676809,127.1367697000,36.9263610500
다바676810,127.1367654000,36.9272624800
다바676811,127.1367611000,36.9281639200
다바676812,127.1367569000,36.9290653500
다바676813,127.1367526000,36.9299667900
다바676814,127.1367483000,36.9308682200
다바676815,127.1367440000,36.9317696600
다바676816,127.1367398000,36.9326710900
다바676817,127.1367355000,36.9335725300
다바676818,127.1367312000,36.9344739600
다바676819,127.1367269000,36.9353754000
다바676820,127.1367226000,36.9362768300
다바676821,127.1367184000,36.9371782700
다바676822,127.1367141000,36.9380797000
다바676823,127.1367098000,36.9389811400
다바676824,127.1367055000,36.9398825700
다바676825,127.1367013000,36.9407840000
다바676826,127.1366970000,36.9416854400
다바676827,127.1366927000,36.9425868700
다바676828,127.1366884000,36.9434883000
다바676829,127.1366841000,36.9443897400
다바676830,127.1366799000,36.9452911700
다바676831,127.1366756000,36.9461926000
다바676832,127.1366713000,36.9470940400
다바676833,127.1366670000,36.9479954700
다바676834,127.1366627000,36.9488969000
다바676835,127.1366584000,36.9497983400
다바676836,127.1366542000,36.9506997700
다바676837,127.1366499000,36.9516012000
다바676838,127.1366456000,36.9525026300
다바676839,127.1366413000,36.9534040600
다바676840,127.1366370000,36.9543055000
다바676841,127.1366328000,36.9552069300
다바676842,127.1366285000,36.9561083600
다바676843,127.1366242000,36.9570097900
다바676844,127.1366199000,36.9579112200
다바676845,127.1366156000,36.9588126500
다바676846,127.1366113000,36.9597140800
다바676847,127.1366071000,36.9606155100
다바676848,127.1366028000,36.9615169500
다바676849,127.1365985000,36.9624183800
다바676850,127.1365942000,36.9633198100
다바676851,127.1365899000,36.9642212400
다바676852,127.1365856000,36.9651226700
다바676853,127.1365813000,36.9660241000
다바676854,127.1365771000,36.9669255300
다바676855,127.1365728000,36.9678269600
다바676856,127.1365685000,36.9687283900
